,Velocity (m/s),J (Adv Ratio),Pe,Ct,Cp,PWR (W),Torque (N/m),Thrust (N),Frequency (Hz),Model
23,9.745472,0.96,0.7496,0.0942,0.1203,1.492,0.002485666333333326,0.124550216,100.0,4x4E-3
24,10.147808,1.0,0.7403,0.0793,0.1071,1.492,0.00225969666666666,0.10230910600000001,100.0,4x4E-3
25,10.594847999999999,1.04,0.7159,0.0641,0.0932,1.492,0.0019207421666666612,0.084516218,100.0,4x4E-3
26,10.997184,1.08,0.6637,0.0484,0.079,0.746,0.001694772499999995,0.062275108,100.0,4x4E-3
27,11.399519999999999,1.12,0.5637,0.0325,0.0648,0.746,0.001355817999999996,0.04448222,100.0,4x4E-3
28,11.84656,1.17,0.3765,0.0163,0.0505,0.746,0.001016863499999997,0.02224111,100.0,4x4E-3
29,12.248895999999998,1.21,-0.0029,-0.0001,0.0362,0.746,0.000790893833333331,0.0,100.0,4x4E-3
30,0.0,0.0,0.0,0.2777,0.1957,4.476,0.005649241666666651,0.493752642,116.66666666666667,4x4E-3
31,0.491744,0.04,0.0577,0.2773,0.1991,4.476,0.005762226499999983,0.493752642,116.66666666666667,4x4E-3
32,0.983488,0.08,0.1132,0.2767,0.2026,4.476,0.005875211333333316,0.493752642,116.66666666666667,4x4E-3
33,1.4752319999999999,0.12,0.1664,0.2759,0.206,4.476,0.005875211333333316,0.48930442,116.66666666666667,4x4E-3
34,1.966976,0.17,0.2175,0.275,0.2095,4.476,0.0059881961666666495,0.48930442,116.66666666666667,4x4E-3
35,2.45872,0.21,0.2663,0.2737,0.2129,4.476,0.0061011809999999824,0.484856198,116.66666666666667,4x4E-3
36,2.9504639999999998,0.25,0.313,0.2721,0.2161,4.476,0.006214165833333315,0.484856198,116.66666666666667,4x4E-3
37,3.442208,0.29,0.3576,0.2697,0.2187,4.476,0.006327150666666648,0.480407976,116.66666666666667,4x4E-3
38,3.933952,0.33,0.4001,0.2662,0.2205,4.476,0.006327150666666648,0.471511532,116.66666666666667,4x4E-3
39,4.425696,0.37,0.4406,0.261,0.2208,4.476,0.006327150666666648,0.462615088,116.66666666666667,4x4E-3
40,4.91744,0.41,0.4798,0.252,0.2176,4.476,0.006214165833333315,0.44927042200000006,116.66666666666667,4x4E-3
41,5.409184,0.46,0.5168,0.2418,0.2132,4.476,0.0061011809999999824,0.43147753400000005,116.66666666666667,4x4E-3
42,5.9009279999999995,0.5,0.5509,0.2314,0.2088,4.476,0.0059881961666666495,0.40923642400000004,116.66666666666667,4x4E-3
43,6.392672,0.54,0.5828,0.2207,0.2039,4.476,0.005875211333333316,0.391443536,116.66666666666667,4x4E-3
44,6.884416,0.58,0.6122,0.2097,0.1986,4.476,0.005762226499999983,0.37365064800000003,116.66666666666667,4x4E-3
45,7.37616,0.62,0.6389,0.1984,0.1929,3.73,0.005536256833333318,0.351409538,116.66666666666667,4x4E-3
46,7.867904,0.66,0.6629,0.1867,0.1867,3.73,0.005310287166666651,0.33361665,116.66666666666667,4x4E-3
47,8.359648,0.7,0.6845,0.1748,0.1798,3.73,0.005197302333333318,0.31137554000000006,116.66666666666667,4x4E-3
48,8.851392,0.75,0.7034,0.1624,0.1722,3.73,0.004971332666666652,0.28913443000000005,116.66666666666667,4x4E-3
49,9.343136,0.79,0.7194,0.1497,0.1638,3.73,0.004745362999999987,0.26689332,116.66666666666667,4x4E-3
50,9.83488,0.83,0.7323,0.1365,0.1545,2.984,0.004406408499999987,0.24465221,116.66666666666667,4x4E-3
51,10.326624,0.87,0.7415,0.123,0.1443,2.984,0.004180438833333321,0.21796287800000003,116.66666666666667,4x4E-3
52,10.818368,0.91,0.7466,0.109,0.1331,2.984,0.0038414843333333224,0.195721768,116.66666666666667,4x4E-3
53,11.310112,0.95,0.7457,0.0946,0.1209,2.238,0.0035025298333333232,0.169032436,116.66666666666667,4x4E-3
54,11.801855999999999,0.99,0.7354,0.0798,0.1078,2.238,0.0030505904999999912,0.14234310400000003,116.66666666666667,4x4E-3
55,12.2936,1.04,0.7097,0.0645,0.0941,2.238,0.002711635999999992,0.115653772,116.66666666666667,4x4E-3
56,12.785344,1.08,0.6573,0.0488,0.0799,1.492,0.00225969666666666,0.084516218,116.66666666666667,4x4E-3
57,13.277088,1.12,0.5577,0.0327,0.0656,1.492,0.0019207421666666612,0.057826886,116.66666666666667,4x4E-3
58,13.768832,1.16,0.3712,0.0164,0.0514,0.746,0.001468802833333329,0.031137554,116.66666666666667,4x4E-3
59,14.260575999999999,1.2,-0.0019,-0.0001,0.0374,0.746,0.00112984833333333,0.0,116.66666666666667,4x4E-3
60,0.0,0.0,0.0,0.2778,0.1959,5.968,0.007344014166666646,0.64499219,133.33333333333334,4x4E-3
61,0.581152,0.04,0.0574,0.2773,0.1993,5.968,0.007456998999999979,0.64499219,133.33333333333334,4x4E-3
62,1.1176,0.08,0.1127,0.2767,0.2027,6.7139999999999995,0.007569983833333312,0.640543968,133.33333333333334,4x4E-3
63,1.6987519999999998,0.12,0.1657,0.276,0.2062,6.7139999999999995,0.0077959534999999785,0.640543968,133.33333333333334,4x4E-3
64,2.2352,0.17,0.2166,0.2751,0.2096,6.7139999999999995,0.007908938333333311,0.640543968,133.33333333333334,4x4E-3
65,2.8163519999999997,0.21,0.2653,0.2738,0.213,6.7139999999999995,0.008021923166666643,0.636095746,133.33333333333334,4x4E-3
66,3.3528,0.25,0.3118,0.2722,0.2161,6.7139999999999995,0.008134907999999975,0.631647524,133.33333333333334,4x4E-3
67,3.933952,0.29,0.3563,0.2698,0.2188,6.7139999999999995,0.008247892833333308,0.627199302,133.33333333333334,4x4E-3
68,4.4704,0.33,0.3987,0.2664,0.2206,6.7139999999999995,0.008247892833333308,0.6183028580000001,133.33333333333334,4x4E-3
69,5.051552,0.37,0.4392,0.2612,0.2209,6.7139999999999995,0.008247892833333308,0.6049581920000001,133.33333333333334,4x4E-3
70,5.588,0.41,0.4782,0.2524,0.2178,6.7139999999999995,0.008134907999999975,0.5871653040000001,133.33333333333334,4x4E-3
71,6.169152,0.45,0.5152,0.2421,0.2134,6.7139999999999995,0.008021923166666643,0.5604759720000001,133.33333333333334,4x4E-3
72,6.7056,0.5,0.5493,0.2317,0.2089,6.7139999999999995,0.0077959534999999785,0.538234862,133.33333333333334,4x4E-3
73,7.286752,0.54,0.5812,0.221,0.204,6.7139999999999995,0.007682968666666645,0.51154553,133.33333333333334,4x4E-3
74,7.8232,0.58,0.6106,0.21,0.1987,5.968,0.007456998999999979,0.48930442,133.33333333333334,4x4E-3
75,8.404352,0.62,0.6373,0.1987,0.193,5.968,0.007231029333333312,0.462615088,133.33333333333334,4x4E-3
76,8.9408,0.66,0.6614,0.1871,0.1868,5.968,0.0070050596666666465,0.43592575600000005,133.33333333333334,4x4E-3
77,9.521952,0.7,0.6829,0.1751,0.1799,5.968,0.00677908999999998,0.40478820200000004,133.33333333333334,4x4E-3
78,10.0584,0.74,0.7018,0.1628,0.1723,5.222,0.006440135499999982,0.37809887000000003,133.33333333333334,4x4E-3
79,10.639552,0.78,0.7177,0.1501,0.1639,5.222,0.0061011809999999824,0.346961316,133.33333333333334,4x4E-3
80,11.176,0.83,0.7304,0.1369,0.1547,5.222,0.005762226499999983,0.315823762,133.33333333333334,4x4E-3
81,11.757152,0.87,0.7393,0.1234,0.1446,4.476,0.005423271999999984,0.28468620800000005,133.33333333333334,4x4E-3
82,12.2936,0.91,0.744,0.1094,0.1335,4.476,0.004971332666666652,0.25354865400000004,133.33333333333334,4x4E-3
83,12.874752,0.95,0.7424,0.0949,0.1214,3.73,0.00451939333333332,0.22241110000000003,133.33333333333334,4x4E-3
84,13.4112,0.99,0.731,0.08,0.1084,3.73,0.004067453999999988,0.18682532400000001,133.33333333333334,4x4E-3
85,13.992352,1.03,0.704,0.0647,0.0948,2.984,0.0035025298333333232,0.15123954800000003,133.33333333333334,4x4E-3
86,14.5288,1.07,0.6508,0.0489,0.0806,2.238,0.0030505904999999912,0.115653772,133.33333333333334,4x4E-3
87,15.109951999999998,1.11,0.5511,0.0328,0.0663,2.238,0.002485666333333326,0.07561977400000001,133.33333333333334,4x4E-3
88,15.6464,1.16,0.3651,0.0165,0.0521,1.492,0.0019207421666666612,0.040033998,133.33333333333334,4x4E-3
89,16.227552,1.2,-0.0005,0.0,0.0384,1.492,0.001468802833333329,0.0,133.33333333333334,4x4E-3
90,0.0,0.0,0.0,0.2779,0.1961,8.952,0.009264756333333306,0.8184728480000001,150.0,4x4E-3
91,0.625856,0.04,0.0572,0.2774,0.1995,8.952,0.009490725999999974,0.814024626,150.0,4x4E-3
92,1.251712,0.08,0.1123,0.2768,0.2029,8.952,0.009603710833333307,0.814024626,150.0,4x4E-3
93,1.8775680000000001,0.12,0.1652,0.2761,0.2063,8.952,0.00982968049999997,0.8095764040000001,150.0,4x4E-3
94,2.503424,0.16,0.216,0.2751,0.2098,9.698,0.009942665333333304,0.8095764040000001,150.0,4x4E-3
95,3.12928,0.21,0.2646,0.2739,0.2131,9.698,0.010168634999999971,0.805128182,150.0,4x4E-3
96,3.7551360000000003,0.25,0.311,0.2723,0.2162,9.698,0.010281619833333304,0.8006799600000001,150.0,4x4E-3
97,4.380992,0.29,0.3554,0.27,0.2189,9.698,0.010394604666666637,0.7917835160000001,150.0,4x4E-3
98,5.006848,0.33,0.3977,0.2666,0.2207,9.698,0.01050758949999997,0.782887072,150.0,4x4E-3
99,5.6327039999999995,0.37,0.4382,0.2615,0.2211,9.698,0.01050758949999997,0.769542406,150.0,4x4E-3
100,6.25856,0.41,0.4772,0.2527,0.218,9.698,0.010394604666666637,0.7428530740000001,150.0,4x4E-3
101,6.884416,0.45,0.5141,0.2424,0.2135,9.698,0.010168634999999971,0.71171552,150.0,4x4E-3
102,7.5102720000000005,0.49,0.5483,0.232,0.209,9.698,0.009942665333333304,0.6805779660000001,150.0,4x4E-3
103,8.136128,0.54,0.5801,0.2213,0.2041,8.952,0.009716695666666638,0.649440412,150.0,4x4E-3
104,8.761984,0.58,0.6095,0.2103,0.1988,8.952,0.009490725999999974,0.6183028580000001,150.0,4x4E-3
105,9.432544,0.62,0.6362,0.199,0.1931,8.952,0.009151771499999973,0.582717082,150.0,4x4E-3
106,10.0584,0.66,0.6603,0.1873,0.1869,8.206,0.008925801833333307,0.551579528,150.0,4x4E-3
107,10.684256,0.7,0.6818,0.1753,0.18,8.206,0.008586847333333309,0.5159937520000001,150.0,4x4E-3
108,11.310112,0.74,0.7006,0.163,0.1724,7.46,0.008134907999999975,0.480407976,150.0,4x4E-3
109,11.935967999999999,0.78,0.7164,0.1502,0.164,7.46,0.0077959534999999785,0.44037397800000005,150.0,4x4E-3
110,12.561824,0.82,0.7289,0.1371,0.1548,6.7139999999999995,0.007344014166666646,0.40478820200000004,150.0,4x4E-3
111,13.18768,0.86,0.7374,0.1235,0.1447,6.7139999999999995,0.006892074833333314,0.364754204,150.0,4x4E-3
112,13.813536,0.91,0.7414,0.1094,0.1336,5.968,0.006327150666666648,0.320271984,150.0,4x4E-3
113,14.439391999999998,0.95,0.7388,0.0949,0.1216,5.222,0.005762226499999983,0.28023798600000005,150.0,4x4E-3
114,15.065248,0.99,0.7258,0.0798,0.1087,5.222,0.005197302333333318,0.235755766,150.0,4x4E-3
115,15.691104000000001,1.03,0.6964,0.0644,0.0951,4.476,0.00451939333333332,0.191273546,150.0,4x4E-3
116,16.316959999999998,1.07,0.6413,0.0485,0.081,3.73,0.0038414843333333224,0.14234310400000003,150.0,4x4E-3
117,16.942816,1.11,0.5405,0.0325,0.0668,2.984,0.003163575333333324,0.09341266200000001,150.0,4x4E-3
118,17.568672,1.15,0.3557,0.0163,0.0528,2.238,0.002485666333333326,0.048930442,150.0,4x4E-3
119,18.194528000000002,1.19,-0.0003,0.0,0.0393,1.492,0.0019207421666666612,0.0,150.0,4x4E-3
120,0.0,0.0,0.0,0.2779,0.1963,11.936,0.011524452999999966,1.0097463940000002,166.66666666666666,4x4E-3
121,0.715264,0.04,0.0571,0.2775,0.1997,11.936,0.011750422666666632,1.005298172,166.66666666666666,4x4E-3
122,1.385824,0.08,0.1121,0.2769,0.2031,12.682,0.011863407499999964,1.005298172,166.66666666666666,4x4E-3
123,2.101088,0.12,0.1649,0.2761,0.2065,12.682,0.012089377166666632,1.00084995,166.66666666666666,4x4E-3
124,2.771648,0.16,0.2156,0.2752,0.2099,12.682,0.012315346833333298,0.996401728,166.66666666666666,4x4E-3
125,3.486912,0.21,0.2641,0.274,0.2133,13.427999999999999,0.012541316499999964,0.9919535060000001,166.66666666666666,4x4E-3
126,4.157472,0.25,0.3105,0.2724,0.2164,13.427999999999999,0.012654301333333296,0.987505284,166.66666666666666,4x4E-3
127,4.872736,0.29,0.3548,0.2701,0.219,13.427999999999999,0.012880270999999964,0.97860884,166.66666666666666,4x4E-3
128,5.588,0.33,0.3971,0.2667,0.2209,13.427999999999999,0.012993255833333297,0.969712396,166.66666666666666,4x4E-3
129,6.25856,0.37,0.4375,0.2617,0.2213,13.427999999999999,0.012993255833333297,0.9474712860000001,166.66666666666666,4x4E-3
130,6.973824,0.41,0.4764,0.2529,0.2182,13.427999999999999,0.01276728616666663,0.916333732,166.66666666666666,4x4E-3
131,7.6443840000000005,0.45,0.5134,0.2427,0.2137,13.427999999999999,0.012541316499999964,0.8807479560000001,166.66666666666666,4x4E-3
132,8.359648,0.49,0.5476,0.2322,0.2092,12.682,0.012315346833333298,0.840713958,166.66666666666666,4x4E-3
133,9.030208,0.53,0.5794,0.2215,0.2043,12.682,0.011976392333333299,0.805128182,166.66666666666666,4x4E-3
134,9.745472,0.58,0.6088,0.2105,0.1989,11.936,0.011637437833333299,0.765094184,166.66666666666666,4x4E-3
135,10.460735999999999,0.62,0.6356,0.1991,0.1932,11.936,0.011298483333333302,0.720611964,166.66666666666666,4x4E-3
136,11.131295999999999,0.66,0.6596,0.1875,0.1869,11.19,0.010959528833333301,0.6805779660000001,166.66666666666666,4x4E-3
137,11.84656,0.7,0.6811,0.1755,0.18,11.19,0.01050758949999997,0.636095746,166.66666666666666,4x4E-3
138,12.51712,0.74,0.6998,0.1631,0.1724,10.444,0.010168634999999971,0.5916135260000001,166.66666666666666,4x4E-3
139,13.232384,0.78,0.7153,0.1503,0.164,10.444,0.009603710833333307,0.547131306,166.66666666666666,4x4E-3
140,13.902944,0.82,0.7274,0.137,0.1548,9.698,0.00903878666666664,0.498200864,166.66666666666666,4x4E-3
141,14.618208000000001,0.86,0.7353,0.1233,0.1447,8.952,0.008473862499999976,0.44927042200000006,166.66666666666666,4x4E-3
142,15.333471999999999,0.9,0.7384,0.1091,0.1336,8.206,0.0077959534999999785,0.39589175800000004,166.66666666666666,4x4E-3
143,16.004032,0.95,0.7342,0.0944,0.1216,7.46,0.007118044499999979,0.342513094,166.66666666666666,4x4E-3
144,16.719296,0.99,0.7189,0.0792,0.1087,6.7139999999999995,0.006327150666666648,0.28913443000000005,166.66666666666666,4x4E-3
145,17.389855999999998,1.03,0.687,0.0637,0.0952,5.968,0.005536256833333318,0.231307544,166.66666666666666,4x4E-3
146,18.10512,1.07,0.6298,0.0479,0.0813,5.222,0.004745362999999987,0.173480658,166.66666666666666,4x4E-3
147,18.77568,1.11,0.5285,0.032,0.0672,4.476,0.003954469166666656,0.115653772,166.66666666666666,4x4E-3
148,19.490944,1.15,0.346,0.016,0.0533,2.984,0.003163575333333324,0.057826886,166.66666666666666,4x4E-3
149,20.206208,1.19,-0.0007,0.0,0.0397,2.238,0.0023726814999999934,0.0,166.66666666666666,4x4E-3
150,0.0,0.0,0.0,0.278,0.1965,16.412,0.01389713449999996,1.2188128280000001,183.33333333333334,4x4E-3
151,0.759968,0.04,0.0571,0.2776,0.1999,16.412,0.014236088999999959,1.2188128280000001,183.33333333333334,4x4E-3
152,1.519936,0.08,0.112,0.277,0.2033,16.412,0.014462058666666625,1.2143646060000002,183.33333333333334,4x4E-3
153,2.2799039999999997,0.12,0.1648,0.2762,0.2067,17.158,0.014688028333333292,1.2143646060000002,183.33333333333334,4x4E-3
154,3.084576,0.16,0.2154,0.2753,0.2102,17.158,0.014913997999999958,1.2099163840000002,183.33333333333334,4x4E-3
155,3.844544,0.21,0.2639,0.2741,0.2135,17.158,0.015139967666666624,1.205468162,183.33333333333334,4x4E-3
156,4.604512000000001,0.25,0.3103,0.2725,0.2166,17.904,0.01536593733333329,1.1965717180000002,183.33333333333334,4x4E-3
157,5.36448,0.29,0.3546,0.2702,0.2193,17.904,0.015591906999999957,1.187675274,183.33333333333334,4x4E-3
158,6.124447999999999,0.33,0.3969,0.2669,0.2211,17.904,0.01570489183333329,1.169882386,183.33333333333334,4x4E-3
159,6.884416,0.37,0.4373,0.2618,0.2215,17.904,0.01570489183333329,1.147641276,183.33333333333334,4x4E-3
160,7.6443840000000005,0.41,0.4763,0.2531,0.2184,17.904,0.015478922166666622,1.1120555,183.33333333333334,4x4E-3
161,8.404352,0.45,0.5133,0.2428,0.2139,17.158,0.015139967666666624,1.06757328,183.33333333333334,4x4E-3
162,9.209024000000001,0.49,0.5474,0.2323,0.2094,17.158,0.014913997999999958,1.018642838,183.33333333333334,4x4E-3
163,9.968992,0.53,0.5793,0.2216,0.2044,16.412,0.014462058666666625,0.9741606180000001,183.33333333333334,4x4E-3
164,10.72896,0.58,0.6087,0.2105,0.199,16.412,0.014123104166666626,0.925230176,183.33333333333334,4x4E-3
165,11.488928,0.62,0.6354,0.1991,0.1932,15.666,0.013671164833333294,0.8718515120000001,183.33333333333334,4x4E-3
166,12.248895999999998,0.66,0.6595,0.1874,0.1869,14.92,0.013219225499999963,0.82292107,183.33333333333334,4x4E-3
167,13.008864,0.7,0.6808,0.1753,0.1799,14.92,0.01276728616666663,0.769542406,183.33333333333334,4x4E-3
168,13.768832,0.74,0.6993,0.1628,0.1723,14.174,0.012202361999999965,0.7161637420000001,183.33333333333334,4x4E-3
169,14.5288,0.78,0.7146,0.1499,0.1639,13.427999999999999,0.011637437833333299,0.658336856,183.33333333333334,4x4E-3
170,15.333471999999999,0.82,0.7262,0.1366,0.1546,12.682,0.010959528833333301,0.6005099700000001,183.33333333333334,4x4E-3
171,16.09344,0.86,0.7335,0.1227,0.1445,11.936,0.010281619833333304,0.538234862,183.33333333333334,4x4E-3
172,16.853408,0.9,0.7356,0.1085,0.1333,11.19,0.009490725999999974,0.475959754,183.33333333333334,4x4E-3
173,17.613376,0.95,0.7304,0.0937,0.1213,9.698,0.008586847333333309,0.40923642400000004,183.33333333333334,4x4E-3
174,18.373344,0.99,0.7141,0.0785,0.1085,8.952,0.007682968666666645,0.346961316,183.33333333333334,4x4E-3
175,19.133312,1.03,0.6818,0.0631,0.0951,7.46,0.00677908999999998,0.275789764,183.33333333333334,4x4E-3
176,19.89328,1.07,0.6251,0.0475,0.0812,6.7139999999999995,0.005762226499999983,0.20906643400000002,183.33333333333334,4x4E-3
177,20.653248,1.11,0.5249,0.0317,0.0671,5.222,0.004745362999999987,0.137894882,183.33333333333334,4x4E-3
178,21.45792,1.15,0.3442,0.0159,0.0532,4.476,0.0037284994999999895,0.07117155200000001,183.33333333333334,4x4E-3
179,22.217888000000002,1.19,-0.0007,0.0,0.0397,2.984,0.0028246208333333254,0.0,183.33333333333334,4x4E-3
180,0.0,0.0,0.0,0.2781,0.1968,20.888,0.01660877049999995,1.4545685940000002,200.0,4x4E-3
181,0.8493759999999999,0.04,0.0571,0.2776,0.2001,20.888,0.01694772499999995,1.4501203720000002,200.0,4x4E-3
182,1.654048,0.08,0.112,0.2771,0.2035,21.634,0.017173694666666618,1.4456721500000003,200.0,4x4E-3
183,2.503424,0.12,0.1648,0.2763,0.207,21.634,0.017512649166666616,1.4456721500000003,200.0,4x4E-3
184,3.3528,0.16,0.2154,0.2754,0.2104,22.38,0.017738618833333282,1.4367757060000002,200.0,4x4E-3
185,4.157472,0.21,0.2639,0.2742,0.2137,22.38,0.01807757333333328,1.4323274840000002,200.0,4x4E-3
186,5.006848,0.25,0.3103,0.2727,0.2169,23.126,0.018303542999999946,1.42343104,200.0,4x4E-3
187,5.856224,0.29,0.3546,0.2704,0.2195,23.126,0.018529512666666612,1.4145345960000002,200.0,4x4E-3
188,6.7056,0.33,0.3969,0.267,0.2214,23.872,0.01864249749999995,1.3967417080000002,200.0,4x4E-3
189,7.5102720000000005,0.37,0.4373,0.262,0.2218,23.872,0.01875548233333328,1.370052376,200.0,4x4E-3
190,8.359648,0.41,0.4763,0.2533,0.2187,23.126,0.01841652783333328,1.321121934,200.0,4x4E-3
191,9.209024000000001,0.45,0.5133,0.2429,0.2141,22.38,0.01807757333333328,1.26774327,200.0,4x4E-3
192,10.013696,0.49,0.5475,0.2324,0.2095,22.38,0.017738618833333282,1.2143646060000002,200.0,4x4E-3
193,10.863072,0.53,0.5794,0.2216,0.2045,21.634,0.01728667949999995,1.1565377200000002,200.0,4x4E-3
194,11.712448,0.58,0.6088,0.2105,0.1991,20.888,0.01683474016666662,1.098710834,200.0,4x4E-3
195,12.51712,0.62,0.6355,0.199,0.1932,20.888,0.01626981599999995,1.040883948,200.0,4x4E-3
196,13.366496,0.66,0.6595,0.1873,0.1868,20.142,0.015817876666666623,0.97860884,200.0,4x4E-3
197,14.215872000000001,0.7,0.6808,0.1751,0.1798,19.396,0.015139967666666624,0.916333732,200.0,4x4E-3
198,15.065248,0.74,0.6991,0.1626,0.1721,18.650000000000002,0.014575043499999957,0.849610402,200.0,4x4E-3
199,15.86992,0.78,0.7142,0.1496,0.1637,17.158,0.013784149666666627,0.782887072,200.0,4x4E-3
200,16.719296,0.82,0.7256,0.1362,0.1544,16.412,0.012993255833333297,0.71171552,200.0,4x4E-3
201,17.568672,0.86,0.7328,0.1223,0.1442,15.666,0.012202361999999965,0.640543968,200.0,4x4E-3
202,18.373344,0.9,0.7349,0.108,0.133,14.174,0.011185498499999969,0.564924194,200.0,4x4E-3
203,19.22272,0.95,0.7298,0.0933,0.121,12.682,0.010168634999999971,0.48930442,200.0,4x4E-3
204,20.072096,0.99,0.714,0.0783,0.1083,11.19,0.009151771499999973,0.40923642400000004,200.0,4x4E-3
205,20.876768000000002,1.03,0.6827,0.063,0.0949,10.444,0.008021923166666643,0.329168428,200.0,4x4E-3
206,21.726144,1.07,0.6271,0.0475,0.0809,8.952,0.006892074833333314,0.249100432,200.0,4x4E-3
207,22.57552,1.11,0.5281,0.0318,0.0669,7.46,0.005649241666666651,0.164584214,200.0,4x4E-3
208,23.380191999999997,1.15,0.348,0.016,0.0529,5.968,0.00451939333333332,0.084516218,200.0,4x4E-3
209,24.229568,1.19,-0.0002,0.0,0.0393,4.476,0.0032765601666666574,0.0,200.0,4x4E-3
210,0.0,0.0,0.0,0.2781,0.197,26.855999999999998,0.01954637616666661,1.7036690260000003,216.66666666666666,4x4E-3
211,0.89408,0.04,0.057,0.2777,0.2004,26.855999999999998,0.019885330666666607,1.7036690260000003,216.66666666666666,4x4E-3
212,1.8328639999999998,0.08,0.1119,0.2772,0.2038,27.602,0.020224285166666606,1.699220804,216.66666666666666,4x4E-3
213,2.7269439999999996,0.12,0.1647,0.2764,0.2072,27.602,0.020563239666666608,1.6947725820000001,216.66666666666666,4x4E-3
214,3.621024,0.16,0.2153,0.2755,0.2106,28.348,0.020902194166666607,1.6903243600000002,216.66666666666666,4x4E-3
215,4.515104,0.21,0.2638,0.2744,0.214,29.094,0.021241148666666605,1.681427916,216.66666666666666,4x4E-3
216,5.453887999999999,0.25,0.3102,0.2728,0.2171,29.094,0.02146711833333327,1.6725314720000002,216.66666666666666,4x4E-3
217,6.347968,0.29,0.3545,0.2705,0.2198,29.84,0.02180607283333327,1.6591868060000001,216.66666666666666,4x4E-3
218,7.242048,0.33,0.3968,0.2672,0.2217,29.84,0.021919057666666603,1.6369456960000002,216.66666666666666,4x4E-3
219,8.136128,0.37,0.4372,0.2622,0.2221,29.84,0.022032042499999935,1.605808142,216.66666666666666,4x4E-3
220,9.074912,0.41,0.4762,0.2535,0.219,29.84,0.021693087999999937,1.552429478,216.66666666666666,4x4E-3
221,9.968992,0.45,0.5133,0.2431,0.2144,29.094,0.021241148666666605,1.4901543700000002,216.66666666666666,4x4E-3
222,10.863072,0.49,0.5475,0.2326,0.2097,28.348,0.020789209333333274,1.427879262,216.66666666666666,4x4E-3
223,11.757152,0.53,0.5793,0.2217,0.2047,27.602,0.020337269999999942,1.3611559320000002,216.66666666666666,4x4E-3
224,12.695936,0.58,0.6087,0.2105,0.1992,26.855999999999998,0.019772345833333274,1.28998438,216.66666666666666,4x4E-3
225,13.590015999999999,0.62,0.6355,0.1991,0.1933,26.110000000000003,0.019207421666666613,1.2188128280000001,216.66666666666666,4x4E-3
226,14.484096,0.66,0.6595,0.1872,0.1869,25.364,0.018529512666666612,1.147641276,216.66666666666666,4x4E-3
227,15.378176,0.7,0.6807,0.175,0.1799,24.618000000000002,0.017851603666666615,1.0720215020000001,216.66666666666666,4x4E-3
