,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR.1,Torque.1,Thrust.1,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
1,0.0,0.00,0.0000,0.0592,0.0246,0.000,0.007,0.012,0.087,0.001,0.055,64.510,0.04,9115.,1000
2,0.1,0.02,0.0385,0.0586,0.0245,0.000,0.007,0.012,0.087,0.001,0.054,64.020,0.04,9115.,1000
3,0.3,0.03,0.0765,0.0579,0.0244,0.000,0.007,0.012,0.086,0.001,0.054,63.499,0.04,9116.,1000
4,0.4,0.05,0.1137,0.0571,0.0243,0.000,0.007,0.012,0.086,0.001,0.053,62.944,0.04,9117.,1000
5,0.5,0.06,0.1502,0.0562,0.0241,0.000,0.007,0.012,0.086,0.001,0.052,62.348,0.04,9118.,1000
6,0.7,0.08,0.1858,0.0553,0.0240,0.000,0.007,0.012,0.085,0.001,0.051,61.706,0.04,9120.,1000
7,0.8,0.10,0.2204,0.0543,0.0238,0.000,0.007,0.011,0.084,0.001,0.050,61.012,0.04,9122.,1000
8,1.0,0.11,0.2540,0.0531,0.0236,0.000,0.007,0.011,0.084,0.001,0.049,60.263,0.04,9125.,1000
9,1.1,0.13,0.2864,0.0519,0.0233,0.000,0.007,0.011,0.083,0.001,0.048,59.454,0.04,9128.,1000
10,1.2,0.15,0.3175,0.0505,0.0231,0.000,0.007,0.011,0.082,0.001,0.047,58.586,0.04,9132.,1000
11,1.4,0.16,0.3471,0.0491,0.0228,0.000,0.007,0.010,0.081,0.001,0.046,57.657,0.04,9136.,1000
12,1.5,0.18,0.3753,0.0475,0.0224,0.000,0.007,0.010,0.079,0.001,0.044,56.670,0.04,9141.,1000
13,1.6,0.19,0.4019,0.0458,0.0221,0.000,0.007,0.010,0.078,0.001,0.043,55.622,0.04,9145.,1000
14,1.8,0.21,0.4266,0.0440,0.0216,0.000,0.006,0.009,0.077,0.001,0.041,54.504,0.04,9151.,1000
15,1.9,0.23,0.4493,0.0420,0.0211,0.000,0.006,0.009,0.075,0.001,0.039,53.299,0.04,9156.,1000
16,2.1,0.24,0.4692,0.0398,0.0205,0.000,0.006,0.008,0.073,0.001,0.037,51.958,0.04,9163.,1000
17,2.2,0.26,0.4864,0.0373,0.0198,0.000,0.006,0.008,0.070,0.001,0.035,50.495,0.04,9169.,1000
18,2.3,0.27,0.5010,0.0348,0.0190,0.000,0.006,0.007,0.067,0.001,0.032,48.953,0.04,9176.,1000
19,2.5,0.29,0.5125,0.0322,0.0182,0.000,0.005,0.007,0.065,0.001,0.030,47.292,0.04,9184.,1000
20,2.6,0.31,0.5209,0.0296,0.0174,0.000,0.005,0.006,0.062,0.001,0.028,45.532,0.04,9191.,1000
21,2.7,0.32,0.5257,0.0269,0.0165,0.000,0.005,0.006,0.058,0.001,0.025,43.659,0.04,9200.,1000
22,2.9,0.34,0.5264,0.0242,0.0155,0.000,0.005,0.005,0.055,0.001,0.022,41.635,0.04,9208.,1000
23,3.0,0.35,0.5218,0.0214,0.0145,0.000,0.004,0.004,0.051,0.000,0.020,39.395,0.04,9217.,1000
24,3.2,0.37,0.5103,0.0185,0.0134,0.000,0.004,0.004,0.048,0.000,0.017,36.854,0.04,9227.,1000
25,3.3,0.39,0.4892,0.0156,0.0123,0.000,0.004,0.003,0.044,0.000,0.014,33.854,0.04,9237.,1000
26,3.4,0.40,0.4538,0.0126,0.0112,0.000,0.003,0.003,0.039,0.000,0.012,30.150,0.04,9247.,1000
27,3.6,0.42,0.3990,0.0095,0.0100,0.000,0.003,0.002,0.035,0.000,0.009,25.492,0.04,9258.,1000
28,3.7,0.44,0.3172,0.0064,0.0088,0.000,0.003,0.001,0.031,0.000,0.006,19.516,0.04,9269.,1000
29,3.8,0.45,0.1939,0.0032,0.0075,0.000,0.002,0.001,0.027,0.000,0.003,11.504,0.04,9280.,1000
30,4.0,0.47,-0.0008,0.0000,0.0061,0.000,0.002,0.000,0.022,0.000,0.000,-0.043,0.04,9292.,1000
31,0.0,0.00,0.0000,0.0579,0.0238,0.001,0.028,0.048,0.673,0.003,0.215,32.577,0.07,18230.,2000
32,0.3,0.02,0.0388,0.0575,0.0239,0.001,0.029,0.048,0.676,0.003,0.214,32.255,0.07,18230.,2000
33,0.5,0.03,0.0769,0.0571,0.0239,0.001,0.029,0.048,0.678,0.003,0.212,31.925,0.07,18231.,2000
34,0.8,0.05,0.1141,0.0566,0.0240,0.001,0.029,0.047,0.680,0.003,0.211,31.583,0.07,18233.,2000
35,1.1,0.06,0.1504,0.0560,0.0240,0.001,0.029,0.047,0.680,0.003,0.208,31.228,0.07,18236.,2000
36,1.4,0.08,0.1858,0.0553,0.0240,0.001,0.029,0.046,0.679,0.003,0.206,30.862,0.07,18240.,2000
37,1.6,0.10,0.2202,0.0544,0.0239,0.001,0.029,0.045,0.677,0.003,0.202,30.486,0.07,18245.,2000
38,1.9,0.11,0.2536,0.0533,0.0237,0.001,0.028,0.045,0.672,0.003,0.198,30.098,0.07,18250.,2000
39,2.2,0.13,0.2859,0.0521,0.0235,0.001,0.028,0.044,0.665,0.003,0.194,29.690,0.07,18257.,2000
40,2.5,0.14,0.3170,0.0507,0.0232,0.001,0.028,0.042,0.658,0.003,0.189,29.257,0.07,18264.,2000
41,2.7,0.16,0.3466,0.0493,0.0229,0.001,0.027,0.041,0.649,0.003,0.183,28.795,0.07,18272.,2000
42,3.0,0.18,0.3748,0.0477,0.0226,0.001,0.027,0.040,0.639,0.003,0.177,28.303,0.07,18281.,2000
43,3.3,0.19,0.4014,0.0460,0.0222,0.001,0.027,0.038,0.628,0.003,0.171,27.782,0.07,18291.,2000
44,3.6,0.21,0.4261,0.0442,0.0217,0.001,0.026,0.037,0.615,0.003,0.164,27.226,0.07,18301.,2000
45,3.8,0.23,0.4488,0.0422,0.0212,0.001,0.025,0.035,0.601,0.003,0.157,26.627,0.07,18313.,2000
46,4.1,0.24,0.4688,0.0399,0.0206,0.001,0.025,0.033,0.583,0.003,0.148,25.960,0.07,18325.,2000
47,4.4,0.26,0.4860,0.0374,0.0199,0.001,0.024,0.031,0.563,0.003,0.139,25.231,0.07,18338.,2000
48,4.7,0.27,0.5006,0.0349,0.0191,0.001,0.023,0.029,0.541,0.003,0.130,24.463,0.07,18352.,2000
49,4.9,0.29,0.5122,0.0323,0.0183,0.001,0.022,0.027,0.519,0.002,0.120,23.636,0.07,18367.,2000
50,5.2,0.31,0.5206,0.0297,0.0174,0.001,0.021,0.025,0.494,0.002,0.110,22.760,0.07,18383.,2000
51,5.5,0.32,0.5255,0.0270,0.0165,0.001,0.020,0.023,0.469,0.002,0.100,21.827,0.07,18399.,2000
52,5.8,0.34,0.5263,0.0242,0.0156,0.001,0.019,0.020,0.441,0.002,0.090,20.818,0.07,18417.,2000
53,6.0,0.35,0.5217,0.0214,0.0145,0.001,0.017,0.018,0.412,0.002,0.080,19.699,0.07,18435.,2000
54,6.3,0.37,0.5103,0.0185,0.0134,0.001,0.016,0.015,0.381,0.002,0.069,18.431,0.07,18454.,2000
55,6.6,0.39,0.4892,0.0156,0.0123,0.000,0.015,0.013,0.349,0.002,0.058,16.933,0.07,18473.,2000
56,6.9,0.40,0.4540,0.0126,0.0112,0.000,0.013,0.011,0.316,0.002,0.047,15.085,0.07,18494.,2000
57,7.1,0.42,0.3986,0.0095,0.0100,0.000,0.012,0.008,0.282,0.001,0.035,12.734,0.07,18515.,2000
58,7.4,0.43,0.3168,0.0064,0.0088,0.000,0.010,0.005,0.248,0.001,0.024,9.747,0.07,18538.,2000
59,7.7,0.45,0.1936,0.0032,0.0075,0.000,0.009,0.003,0.212,0.001,0.012,5.745,0.07,18561.,2000
60,8.0,0.47,-0.0006,0.0000,0.0061,0.000,0.007,0.000,0.174,0.001,0.000,-0.016,0.07,18584.,2000
61,0.0,0.00,0.0000,0.0540,0.0220,0.003,0.059,0.102,2.100,0.007,0.452,21.952,0.11,27344.,3000
62,0.4,0.02,0.0393,0.0534,0.0219,0.003,0.059,0.100,2.093,0.007,0.446,21.757,0.11,27345.,3000
63,0.8,0.03,0.0779,0.0527,0.0218,0.003,0.059,0.099,2.085,0.007,0.441,21.558,0.11,27347.,3000
64,1.2,0.05,0.1157,0.0520,0.0217,0.003,0.059,0.098,2.077,0.007,0.435,21.355,0.11,27350.,3000
65,1.6,0.06,0.1528,0.0513,0.0216,0.003,0.058,0.096,2.069,0.007,0.429,21.147,0.11,27355.,3000
66,2.1,0.08,0.1890,0.0505,0.0215,0.003,0.058,0.095,2.060,0.007,0.423,20.932,0.11,27360.,3000
67,2.5,0.10,0.2244,0.0498,0.0214,0.003,0.058,0.094,2.051,0.007,0.417,20.711,0.11,27367.,3000
68,2.9,0.11,0.2589,0.0490,0.0213,0.003,0.058,0.092,2.041,0.006,0.410,20.479,0.11,27376.,3000
69,3.3,0.13,0.2923,0.0482,0.0212,0.003,0.057,0.091,2.032,0.006,0.403,20.230,0.11,27385.,3000
70,3.7,0.14,0.3239,0.0473,0.0212,0.003,0.057,0.089,2.025,0.006,0.396,19.928,0.11,27396.,3000
71,4.1,0.16,0.3532,0.0463,0.0211,0.003,0.057,0.087,2.018,0.006,0.387,19.557,0.11,27408.,3000
72,4.5,0.18,0.3809,0.0451,0.0210,0.003,0.057,0.085,2.006,0.006,0.377,19.173,0.11,27422.,3000
73,4.9,0.19,0.4069,0.0437,0.0208,0.003,0.056,0.082,1.986,0.006,0.366,18.778,0.11,27436.,3000
74,5.4,0.21,0.4312,0.0421,0.0205,0.003,0.055,0.079,1.957,0.006,0.352,18.367,0.11,27452.,3000
75,5.8,0.23,0.4533,0.0403,0.0201,0.003,0.054,0.076,1.918,0.006,0.337,17.927,0.11,27469.,3000
76,6.2,0.24,0.4727,0.0382,0.0196,0.003,0.053,0.072,1.870,0.006,0.320,17.449,0.11,27488.,3000
77,6.6,0.26,0.4891,0.0360,0.0190,0.002,0.051,0.068,1.813,0.006,0.301,16.928,0.11,27507.,3000
78,7.0,0.27,0.5030,0.0336,0.0183,0.002,0.049,0.063,1.752,0.006,0.281,16.383,0.11,27528.,3000
79,7.4,0.29,0.5137,0.0313,0.0176,0.002,0.048,0.059,1.688,0.005,0.262,15.802,0.11,27551.,3000
80,7.8,0.31,0.5213,0.0288,0.0169,0.002,0.046,0.054,1.618,0.005,0.241,15.194,0.11,27574.,3000
81,8.2,0.32,0.5257,0.0263,0.0161,0.002,0.043,0.050,1.543,0.005,0.220,14.554,0.11,27599.,3000
82,8.7,0.34,0.5261,0.0238,0.0153,0.002,0.041,0.045,1.463,0.005,0.199,13.872,0.11,27625.,3000
83,9.1,0.35,0.5215,0.0212,0.0144,0.002,0.039,0.040,1.376,0.004,0.177,13.126,0.11,27652.,3000
84,9.5,0.37,0.5106,0.0185,0.0134,0.002,0.036,0.035,1.283,0.004,0.155,12.293,0.11,27680.,3000
85,9.9,0.39,0.4901,0.0156,0.0123,0.002,0.033,0.029,1.179,0.004,0.131,11.308,0.11,27710.,3000
86,10.3,0.40,0.4514,0.0124,0.0111,0.001,0.030,0.023,1.060,0.003,0.104,9.997,0.11,27741.,3000
87,10.7,0.42,0.3966,0.0094,0.0099,0.001,0.027,0.018,0.949,0.003,0.079,8.446,0.11,27773.,3000
88,11.1,0.43,0.3149,0.0063,0.0087,0.001,0.024,0.012,0.834,0.003,0.053,6.458,0.11,27806.,3000
89,11.5,0.45,0.1923,0.0032,0.0075,0.001,0.020,0.006,0.714,0.002,0.027,3.804,0.11,27841.,3000
90,11.9,0.47,-0.0006,0.0000,0.0061,0.001,0.017,0.000,0.588,0.002,0.000,-0.011,0.11,27877.,3000
91,0.0,0.00,0.0000,0.0563,0.0229,0.007,0.110,0.188,5.199,0.012,0.837,16.417,0.14,36459.,4000
92,0.5,0.02,0.0391,0.0553,0.0227,0.007,0.109,0.185,5.157,0.012,0.823,16.272,0.14,36460.,4000
93,1.1,0.03,0.0774,0.0543,0.0225,0.007,0.108,0.182,5.110,0.012,0.808,16.118,0.14,36463.,4000
94,1.6,0.05,0.1149,0.0532,0.0223,0.007,0.107,0.178,5.058,0.012,0.791,15.955,0.14,36467.,4000
95,2.2,0.06,0.1515,0.0520,0.0221,0.007,0.106,0.174,4.999,0.012,0.774,15.784,0.14,36473.,4000
96,2.7,0.08,0.1873,0.0508,0.0218,0.007,0.104,0.170,4.936,0.012,0.755,15.607,0.14,36480.,4000
97,3.3,0.10,0.2221,0.0495,0.0215,0.007,0.103,0.166,4.870,0.012,0.737,15.424,0.14,36490.,4000
98,3.8,0.11,0.2560,0.0482,0.0212,0.006,0.101,0.161,4.802,0.011,0.717,15.233,0.14,36501.,4000
99,4.4,0.13,0.2886,0.0469,0.0209,0.006,0.100,0.157,4.734,0.011,0.698,15.031,0.14,36513.,4000
100,4.9,0.14,0.3201,0.0456,0.0206,0.006,0.099,0.152,4.665,0.011,0.678,14.816,0.14,36528.,4000
101,5.5,0.16,0.3501,0.0442,0.0203,0.006,0.097,0.148,4.595,0.011,0.657,14.587,0.14,36544.,4000
102,6.0,0.18,0.3787,0.0428,0.0200,0.006,0.096,0.143,4.524,0.011,0.636,14.341,0.14,36561.,4000
103,6.6,0.19,0.4055,0.0413,0.0196,0.006,0.094,0.138,4.451,0.011,0.615,14.079,0.14,36581.,4000
104,7.1,0.21,0.4305,0.0398,0.0193,0.006,0.092,0.133,4.374,0.010,0.592,13.795,0.14,36602.,4000
105,7.7,0.22,0.4532,0.0382,0.0189,0.006,0.091,0.128,4.294,0.010,0.568,13.485,0.14,36625.,4000
106,8.2,0.24,0.4722,0.0363,0.0185,0.006,0.089,0.121,4.199,0.010,0.540,13.114,0.14,36649.,4000
107,8.8,0.26,0.4878,0.0341,0.0180,0.005,0.086,0.114,4.076,0.010,0.508,12.700,0.14,36675.,4000
108,9.3,0.27,0.5005,0.0319,0.0174,0.005,0.083,0.107,3.940,0.009,0.474,12.265,0.14,36703.,4000
109,9.9,0.29,0.5098,0.0295,0.0167,0.005,0.080,0.099,3.794,0.009,0.439,11.799,0.14,36733.,4000
110,10.4,0.31,0.5157,0.0271,0.0160,0.005,0.077,0.091,3.637,0.009,0.403,11.308,0.14,36764.,4000
111,11.0,0.32,0.5181,0.0247,0.0153,0.005,0.073,0.082,3.466,0.008,0.367,10.791,0.14,36796.,4000
112,11.5,0.34,0.5161,0.0222,0.0145,0.004,0.069,0.074,3.283,0.008,0.330,10.238,0.14,36831.,4000
113,12.0,0.35,0.5088,0.0196,0.0136,0.004,0.065,0.066,3.087,0.007,0.292,9.635,0.14,36867.,4000
114,12.6,0.37,0.4948,0.0170,0.0127,0.004,0.061,0.057,2.879,0.007,0.253,8.963,0.14,36904.,4000
115,13.1,0.39,0.4722,0.0144,0.0117,0.004,0.056,0.048,2.660,0.006,0.214,8.196,0.14,36944.,4000
116,13.7,0.40,0.4374,0.0117,0.0107,0.003,0.051,0.039,2.432,0.006,0.174,7.289,0.14,36985.,4000
117,14.2,0.42,0.3828,0.0088,0.0096,0.003,0.046,0.030,2.187,0.005,0.132,6.134,0.14,37027.,4000
118,14.8,0.43,0.3023,0.0059,0.0085,0.003,0.041,0.020,1.933,0.005,0.088,4.665,0.14,37071.,4000
119,15.3,0.45,0.1833,0.0030,0.0074,0.002,0.035,0.010,1.666,0.004,0.045,2.727,0.14,37117.,4000
120,15.9,0.47,-0.0004,0.0000,0.0061,0.002,0.029,0.000,1.388,0.003,0.000,-0.005,0.14,37165.,4000
121,0.0,0.00,0.0000,0.0582,0.0236,0.014,0.177,0.304,10.464,0.020,1.353,13.188,0.18,45574.,5000
122,0.7,0.02,0.0393,0.0575,0.0235,0.014,0.176,0.300,10.402,0.020,1.335,13.089,0.18,45575.,5000
123,1.4,0.03,0.0780,0.0566,0.0233,0.014,0.175,0.296,10.327,0.020,1.315,12.980,0.18,45578.,5000
124,2.1,0.05,0.1159,0.0556,0.0231,0.014,0.173,0.290,10.238,0.020,1.291,12.860,0.18,45583.,5000
125,2.7,0.06,0.1530,0.0544,0.0229,0.014,0.171,0.284,10.135,0.019,1.265,12.729,0.18,45591.,5000
126,3.4,0.08,0.1891,0.0532,0.0226,0.013,0.169,0.278,10.017,0.019,1.236,12.587,0.18,45600.,5000
127,4.1,0.10,0.2241,0.0519,0.0223,0.013,0.167,0.271,9.887,0.019,1.205,12.432,0.18,45612.,5000
128,4.8,0.11,0.2579,0.0504,0.0220,0.013,0.165,0.263,9.744,0.019,1.172,12.263,0.18,45626.,5000
129,5.5,0.13,0.2903,0.0489,0.0217,0.013,0.162,0.255,9.591,0.018,1.136,12.080,0.18,45642.,5000
130,6.2,0.14,0.3213,0.0473,0.0213,0.013,0.159,0.247,9.425,0.018,1.098,11.883,0.18,45660.,5000
131,6.9,0.16,0.3506,0.0455,0.0209,0.012,0.156,0.238,9.244,0.018,1.058,11.670,0.18,45680.,5000
132,7.5,0.18,0.3783,0.0438,0.0205,0.012,0.153,0.229,9.059,0.017,1.017,11.448,0.18,45702.,5000
133,8.2,0.19,0.4043,0.0420,0.0200,0.012,0.150,0.219,8.868,0.017,0.975,11.215,0.18,45726.,5000
134,8.9,0.21,0.4284,0.0401,0.0196,0.012,0.147,0.210,8.669,0.017,0.933,10.970,0.18,45753.,5000
135,9.6,0.23,0.4503,0.0382,0.0191,0.011,0.143,0.200,8.456,0.016,0.888,10.708,0.18,45781.,5000
136,10.3,0.24,0.4696,0.0361,0.0186,0.011,0.139,0.189,8.216,0.016,0.840,10.421,0.18,45812.,5000
137,11.0,0.26,0.4862,0.0340,0.0180,0.011,0.135,0.178,7.962,0.015,0.790,10.116,0.18,45845.,5000
138,11.6,0.27,0.5000,0.0318,0.0174,0.010,0.130,0.166,7.699,0.015,0.739,9.791,0.18,45880.,5000
139,12.3,0.29,0.5095,0.0295,0.0167,0.010,0.125,0.154,7.411,0.014,0.685,9.422,0.18,45916.,5000
140,13.0,0.31,0.5155,0.0270,0.0160,0.010,0.120,0.141,7.093,0.014,0.628,9.030,0.18,45955.,5000
141,13.7,0.32,0.5177,0.0245,0.0152,0.009,0.114,0.128,6.750,0.013,0.570,8.616,0.18,45996.,5000
142,14.4,0.34,0.5155,0.0220,0.0144,0.009,0.108,0.115,6.382,0.012,0.511,8.171,0.18,46040.,5000
143,15.1,0.35,0.5078,0.0194,0.0135,0.008,0.101,0.101,5.990,0.011,0.451,7.683,0.18,46085.,5000
144,15.8,0.37,0.4931,0.0168,0.0126,0.007,0.094,0.088,5.575,0.011,0.390,7.136,0.18,46132.,5000
145,16.4,0.39,0.4693,0.0141,0.0116,0.007,0.087,0.074,5.139,0.010,0.328,6.509,0.18,46181.,5000
146,17.1,0.40,0.4329,0.0114,0.0106,0.006,0.079,0.060,4.696,0.009,0.265,5.765,0.18,46232.,5000
147,17.8,0.42,0.3783,0.0087,0.0096,0.006,0.072,0.045,4.236,0.008,0.201,4.844,0.18,46286.,5000
148,18.5,0.43,0.2964,0.0058,0.0085,0.005,0.063,0.030,3.743,0.007,0.134,3.654,0.18,46341.,5000
149,19.2,0.45,0.1751,0.0028,0.0073,0.004,0.055,0.015,3.224,0.006,0.066,2.082,0.18,46398.,5000
150,19.9,0.47,-0.0010,0.0000,0.0061,0.004,0.046,0.000,2.713,0.005,0.000,-0.011,0.18,46458.,5000
151,0.0,0.00,0.0000,0.0591,0.0247,0.025,0.266,0.445,18.868,0.030,1.979,10.696,0.21,54689.,6000
152,0.8,0.02,0.0382,0.0584,0.0245,0.025,0.264,0.440,18.768,0.030,1.956,10.627,0.21,54690.,6000
153,1.6,0.03,0.0759,0.0576,0.0244,0.025,0.263,0.434,18.646,0.030,1.929,10.551,0.21,54694.,6000
154,2.5,0.05,0.1130,0.0568,0.0242,0.025,0.261,0.427,18.504,0.029,1.900,10.469,0.21,54700.,6000
155,3.3,0.06,0.1494,0.0558,0.0240,0.025,0.258,0.420,18.341,0.029,1.867,10.380,0.21,54709.,6000
156,4.1,0.08,0.1850,0.0547,0.0237,0.024,0.256,0.412,18.155,0.029,1.831,10.284,0.21,54720.,6000
157,4.9,0.10,0.2197,0.0535,0.0235,0.024,0.253,0.403,17.944,0.029,1.791,10.178,0.21,54734.,6000
158,5.7,0.11,0.2534,0.0522,0.0231,0.024,0.249,0.393,17.705,0.028,1.747,10.060,0.21,54751.,6000
159,6.6,0.13,0.2858,0.0507,0.0228,0.023,0.246,0.382,17.437,0.028,1.698,9.930,0.21,54770.,6000
160,7.4,0.14,0.3170,0.0492,0.0224,0.023,0.241,0.370,17.141,0.027,1.645,9.789,0.21,54791.,6000
161,8.2,0.16,0.3466,0.0475,0.0220,0.023,0.237,0.357,16.815,0.027,1.589,9.634,0.21,54815.,6000
162,9.0,0.18,0.3746,0.0456,0.0215,0.022,0.232,0.343,16.456,0.026,1.527,9.465,0.21,54842.,6000
163,9.8,0.19,0.4007,0.0437,0.0210,0.022,0.226,0.329,16.062,0.026,1.462,9.281,0.21,54871.,6000
164,10.7,0.21,0.4252,0.0412,0.0202,0.021,0.218,0.310,15.473,0.025,1.379,9.091,0.21,54903.,6000
165,11.5,0.22,0.4468,0.0391,0.0197,0.020,0.212,0.294,15.036,0.024,1.308,8.870,0.21,54937.,6000
166,12.3,0.24,0.4661,0.0369,0.0191,0.020,0.205,0.278,14.576,0.023,1.234,8.637,0.21,54973.,6000
167,13.1,0.26,0.4830,0.0346,0.0184,0.019,0.198,0.261,14.085,0.022,1.159,8.390,0.21,55012.,6000
168,14.0,0.27,0.4971,0.0323,0.0177,0.018,0.191,0.243,13.556,0.022,1.080,8.128,0.22,55054.,6000
169,14.8,0.29,0.5081,0.0299,0.0170,0.017,0.183,0.225,12.989,0.021,0.999,7.845,0.22,55098.,6000
170,15.6,0.30,0.5149,0.0274,0.0162,0.017,0.175,0.206,12.400,0.020,0.916,7.532,0.22,55145.,6000
171,16.4,0.32,0.5176,0.0248,0.0154,0.016,0.166,0.187,11.782,0.019,0.831,7.193,0.22,55194.,6000
172,17.2,0.34,0.5159,0.0222,0.0145,0.015,0.157,0.167,11.121,0.018,0.745,6.827,0.22,55245.,6000
173,18.1,0.35,0.5086,0.0196,0.0136,0.014,0.147,0.148,10.420,0.017,0.657,6.425,0.22,55299.,6000
174,18.9,0.37,0.4943,0.0169,0.0127,0.013,0.136,0.127,9.681,0.015,0.567,5.973,0.22,55356.,6000
175,19.7,0.39,0.4707,0.0142,0.0116,0.012,0.126,0.107,8.910,0.014,0.476,5.451,0.22,55415.,6000
176,20.5,0.40,0.4342,0.0115,0.0106,0.011,0.115,0.087,8.134,0.013,0.385,4.828,0.22,55476.,6000
177,21.3,0.42,0.3801,0.0087,0.0096,0.010,0.103,0.066,7.338,0.012,0.292,4.063,0.22,55540.,6000
178,22.2,0.43,0.2999,0.0059,0.0085,0.009,0.092,0.044,6.496,0.010,0.197,3.087,0.22,55606.,6000
179,23.0,0.45,0.1813,0.0030,0.0073,0.008,0.079,0.022,5.609,0.009,0.099,1.800,0.22,55674.,6000
180,23.8,0.47,-0.0002,0.0000,0.0061,0.006,0.066,0.000,4.685,0.007,0.000,-0.002,0.22,55745.,6000
181,0.0,0.00,0.0000,0.0597,0.0246,0.040,0.361,0.611,29.884,0.041,2.719,9.277,0.25,63803.,7000
182,1.0,0.02,0.0387,0.0591,0.0245,0.040,0.360,0.605,29.792,0.041,2.691,9.209,0.25,63805.,7000
183,1.9,0.03,0.0767,0.0584,0.0244,0.040,0.358,0.598,29.671,0.040,2.659,9.137,0.25,63809.,7000
184,2.9,0.05,0.1141,0.0576,0.0243,0.040,0.356,0.590,29.519,0.040,2.622,9.058,0.25,63817.,7000
185,3.8,0.06,0.1507,0.0567,0.0241,0.039,0.354,0.580,29.335,0.040,2.581,8.973,0.25,63827.,7000
186,4.8,0.08,0.1865,0.0557,0.0240,0.039,0.352,0.570,29.114,0.040,2.535,8.880,0.25,63840.,7000
187,5.7,0.10,0.2212,0.0545,0.0238,0.039,0.348,0.558,28.856,0.039,2.484,8.779,0.25,63857.,7000
188,6.7,0.11,0.2549,0.0533,0.0235,0.038,0.345,0.546,28.552,0.039,2.427,8.669,0.25,63876.,7000
189,7.7,0.13,0.2873,0.0519,0.0232,0.038,0.341,0.532,28.203,0.038,2.365,8.549,0.25,63898.,7000
190,8.6,0.14,0.3183,0.0504,0.0229,0.037,0.336,0.516,27.805,0.038,2.296,8.421,0.25,63923.,7000
191,9.6,0.16,0.3479,0.0488,0.0225,0.037,0.330,0.500,27.357,0.037,2.222,8.284,0.25,63951.,7000
192,10.5,0.18,0.3758,0.0470,0.0221,0.036,0.324,0.481,26.845,0.037,2.142,8.135,0.25,63982.,7000
193,11.5,0.19,0.4018,0.0451,0.0216,0.035,0.317,0.461,26.254,0.036,2.053,7.973,0.25,64016.,7000
194,12.5,0.21,0.4254,0.0429,0.0210,0.034,0.309,0.439,25.554,0.035,1.953,7.791,0.25,64053.,7000
195,13.4,0.22,0.4469,0.0406,0.0204,0.033,0.299,0.416,24.801,0.034,1.849,7.600,0.25,64093.,7000
196,14.4,0.24,0.4662,0.0382,0.0198,0.032,0.290,0.392,24.005,0.033,1.742,7.401,0.25,64136.,7000
197,15.3,0.26,0.4832,0.0358,0.0191,0.031,0.280,0.367,23.159,0.032,1.633,7.191,0.25,64182.,7000
198,16.3,0.27,0.4975,0.0334,0.0183,0.030,0.269,0.342,22.256,0.030,1.521,6.968,0.25,64230.,7000
199,17.2,0.29,0.5087,0.0308,0.0175,0.029,0.257,0.316,21.293,0.029,1.405,6.730,0.25,64282.,7000
200,18.2,0.31,0.5160,0.0282,0.0167,0.027,0.245,0.289,20.290,0.028,1.287,6.466,0.25,64336.,7000
201,19.2,0.32,0.5193,0.0256,0.0158,0.026,0.232,0.262,19.222,0.026,1.165,6.182,0.25,64393.,7000
202,20.1,0.34,0.5181,0.0229,0.0149,0.024,0.218,0.234,18.083,0.025,1.042,5.874,0.25,64454.,7000
203,21.1,0.35,0.5112,0.0201,0.0139,0.023,0.204,0.206,16.875,0.023,0.916,5.533,0.25,64517.,7000
204,22.0,0.37,0.4971,0.0173,0.0128,0.021,0.188,0.177,15.603,0.021,0.787,5.146,0.25,64582.,7000
205,23.0,0.39,0.4731,0.0144,0.0118,0.019,0.172,0.148,14.284,0.019,0.658,4.694,0.25,64651.,7000
206,23.9,0.40,0.4356,0.0116,0.0107,0.017,0.157,0.119,12.977,0.018,0.528,4.149,0.25,64723.,7000
207,24.9,0.42,0.3803,0.0087,0.0096,0.016,0.141,0.090,11.666,0.016,0.398,3.482,0.25,64797.,7000
208,25.9,0.43,0.2999,0.0059,0.0085,0.014,0.125,0.060,10.322,0.014,0.268,2.644,0.25,64875.,7000
209,26.8,0.45,0.1814,0.0030,0.0073,0.012,0.108,0.030,8.913,0.012,0.135,1.543,0.25,64955.,7000
210,27.8,0.47,-0.0003,0.0000,0.0061,0.010,0.090,0.000,7.440,0.010,0.000,-0.002,0.25,65038.,7000
211,0.0,0.00,0.0000,0.0597,0.0238,0.058,0.456,0.798,43.167,0.052,3.550,8.386,0.29,72918.,8000
212,1.1,0.02,0.0400,0.0591,0.0238,0.058,0.455,0.790,43.088,0.051,3.515,8.319,0.29,72920.,8000
213,2.2,0.03,0.0794,0.0584,0.0237,0.058,0.454,0.782,42.978,0.051,3.476,8.248,0.29,72925.,8000
214,3.3,0.05,0.1180,0.0577,0.0236,0.057,0.452,0.772,42.828,0.051,3.433,8.173,0.29,72934.,8000
215,4.4,0.06,0.1558,0.0569,0.0235,0.057,0.450,0.761,42.632,0.051,3.383,8.093,0.29,72945.,8000
216,5.5,0.08,0.1926,0.0559,0.0234,0.057,0.448,0.748,42.384,0.051,3.328,8.006,0.29,72961.,8000
