,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR,Torque,Thrust,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
419,120.2,1.01,0.4542,0.0128,0.0283,0.369,1.660,0.523,274.988,0.188,2.324,0.862,0.52,161012.,14000
420,124.5,1.04,-0.0014,0.0000,0.0188,0.245,1.101,-0.001,182.450,0.124,-0.004,-0.002,0.53,161914.,14000
421,0.0,0.00,0.0000,0.2134,0.1078,1.728,7.260,10.036,1288.439,0.820,44.640,3.533,0.54,158625.,15000
422,4.6,0.04,0.0688,0.2131,0.1113,1.784,7.495,10.021,1330.200,0.847,44.574,3.417,0.54,158643.,15000
423,9.2,0.07,0.1331,0.2127,0.1149,1.842,7.740,10.003,1373.634,0.874,44.495,3.303,0.54,158698.,15000
424,13.8,0.11,0.1929,0.2123,0.1187,1.902,7.993,9.981,1418.500,0.903,44.397,3.192,0.54,158791.,15000
425,18.4,0.14,0.2485,0.2117,0.1225,1.964,8.252,9.954,1464.496,0.932,44.275,3.083,0.54,158920.,15000
426,23.0,0.18,0.3000,0.2108,0.1263,2.025,8.508,9.914,1510.005,0.961,44.097,2.978,0.54,159086.,15000
427,27.6,0.22,0.3482,0.2090,0.1294,2.075,8.720,9.826,1547.526,0.985,43.706,2.880,0.54,159288.,15000
428,32.2,0.25,0.3934,0.2058,0.1316,2.110,8.866,9.677,1573.567,1.002,43.044,2.789,0.54,159527.,15000
429,36.8,0.29,0.4358,0.2017,0.1331,2.133,8.964,9.483,1590.933,1.013,42.182,2.704,0.54,159802.,15000
430,41.4,0.32,0.4754,0.1968,0.1339,2.147,9.021,9.254,1601.061,1.019,41.162,2.622,0.54,160113.,15000
431,46.0,0.36,0.5124,0.1912,0.1341,2.150,9.034,8.991,1603.395,1.021,39.990,2.543,0.54,160460.,15000
432,50.6,0.40,0.5472,0.1849,0.1336,2.142,8.999,8.693,1597.067,1.017,38.669,2.469,0.54,160843.,15000
433,55.1,0.43,0.5803,0.1778,0.1321,2.118,8.900,8.359,1579.583,1.006,37.181,2.400,0.54,161261.,15000
434,59.7,0.47,0.6122,0.1697,0.1295,2.077,8.725,7.979,1548.554,0.986,35.492,2.337,0.54,161715.,15000
435,64.3,0.50,0.6422,0.1611,0.1262,2.024,8.503,7.574,1509.051,0.961,33.691,2.277,0.54,162203.,15000
436,68.9,0.54,0.6702,0.1522,0.1225,1.963,8.249,7.157,1463.984,0.932,31.836,2.218,0.54,162726.,15000
437,73.5,0.58,0.6963,0.1431,0.1182,1.895,7.963,6.730,1413.250,0.900,29.933,2.160,0.54,163283.,15000
438,78.1,0.61,0.7204,0.1338,0.1135,1.819,7.643,6.290,1356.468,0.864,27.979,2.103,0.55,163874.,15000
439,82.7,0.65,0.7426,0.1242,0.1082,1.735,7.288,5.839,1293.461,0.823,25.973,2.048,0.55,164498.,15000
440,87.3,0.68,0.7607,0.1143,0.1026,1.645,6.913,5.374,1226.805,0.781,23.906,1.987,0.55,165155.,15000
441,91.9,0.72,0.7746,0.1041,0.0967,1.549,6.510,4.896,1155.436,0.736,21.779,1.922,0.55,165845.,15000
442,96.5,0.75,0.7852,0.0937,0.0901,1.445,6.070,4.407,1077.193,0.686,19.603,1.856,0.55,166568.,15000
443,101.1,0.79,0.7941,0.0832,0.0828,1.328,5.579,3.911,990.162,0.630,17.396,1.792,0.55,167322.,15000
444,105.7,0.83,0.7963,0.0723,0.0750,1.203,5.053,3.398,896.844,0.571,15.113,1.718,0.55,168108.,15000
445,110.3,0.86,0.7915,0.0611,0.0666,1.067,4.485,2.872,795.921,0.507,12.775,1.637,0.56,168925.,15000
446,114.9,0.90,0.7749,0.0496,0.0575,0.922,3.876,2.333,687.871,0.438,10.377,1.538,0.56,169772.,15000
447,119.5,0.93,0.7462,0.0379,0.0474,0.761,3.196,1.781,567.154,0.361,7.923,1.424,0.56,170650.,15000
448,124.1,0.97,0.6639,0.0257,0.0376,0.603,2.532,1.209,449.343,0.286,5.377,1.220,0.56,171557.,15000
449,128.7,1.01,0.4682,0.0131,0.0281,0.450,1.891,0.614,335.593,0.214,2.731,0.830,0.56,172493.,15000
450,133.3,1.04,-0.0013,0.0000,0.0187,0.299,1.258,-0.001,223.292,0.142,-0.005,-0.002,0.56,173458.,15000
451,0.0,0.00,0.0000,0.2149,0.1090,2.120,8.350,11.496,1580.748,0.943,51.134,3.299,0.57,169200.,16000
452,4.9,0.04,0.0686,0.2146,0.1125,2.188,8.620,11.481,1631.809,0.974,51.067,3.191,0.57,169219.,16000
453,9.8,0.07,0.1326,0.2142,0.1161,2.260,8.901,11.462,1685.036,1.006,50.984,3.085,0.57,169278.,16000
454,14.7,0.11,0.1923,0.2138,0.1199,2.333,9.192,11.439,1740.069,1.038,50.879,2.982,0.57,169377.,16000
455,19.6,0.14,0.2477,0.2132,0.1238,2.409,9.490,11.409,1796.559,1.072,50.748,2.880,0.57,169515.,16000
456,24.5,0.18,0.2989,0.2125,0.1278,2.487,9.796,11.372,1854.398,1.107,50.582,2.781,0.57,169691.,16000
457,29.4,0.22,0.3467,0.2111,0.1314,2.556,10.067,11.293,1905.755,1.137,50.232,2.688,0.57,169907.,16000
458,34.3,0.25,0.3916,0.2080,0.1337,2.601,10.245,11.130,1939.545,1.158,49.505,2.603,0.57,170162.,16000
459,39.2,0.29,0.4338,0.2039,0.1352,2.631,10.363,10.911,1961.732,1.171,48.532,2.523,0.57,170456.,16000
460,44.1,0.32,0.4734,0.1990,0.1360,2.646,10.424,10.647,1973.393,1.178,47.359,2.447,0.57,170788.,16000
461,49.0,0.36,0.5106,0.1933,0.1361,2.649,10.433,10.343,1975.059,1.179,46.007,2.375,0.57,171158.,16000
462,53.9,0.40,0.5456,0.1869,0.1355,2.636,10.384,10.001,1965.750,1.173,44.482,2.307,0.58,171567.,16000
463,58.8,0.43,0.5791,0.1797,0.1339,2.605,10.261,9.616,1942.538,1.159,42.770,2.245,0.58,172013.,16000
464,63.7,0.47,0.6115,0.1715,0.1311,2.551,10.049,9.177,1902.316,1.135,40.820,2.188,0.58,172497.,16000
465,68.6,0.50,0.6420,0.1628,0.1276,2.484,9.783,8.711,1851.956,1.105,38.747,2.133,0.58,173018.,16000
466,73.5,0.54,0.6707,0.1539,0.1237,2.407,9.482,8.232,1794.987,1.071,36.617,2.080,0.58,173576.,16000
467,78.4,0.58,0.6976,0.1447,0.1193,2.321,9.142,7.740,1730.677,1.033,34.426,2.028,0.58,174170.,16000
468,83.4,0.61,0.7227,0.1352,0.1144,2.225,8.764,7.235,1659.187,0.990,32.180,1.978,0.58,174800.,16000
469,88.3,0.65,0.7460,0.1255,0.1089,2.119,8.347,6.716,1580.060,0.943,29.875,1.928,0.58,175467.,16000
470,93.2,0.68,0.7660,0.1156,0.1031,2.007,7.904,6.187,1496.263,0.893,27.521,1.876,0.58,176168.,16000
471,98.1,0.72,0.7807,0.1054,0.0971,1.889,7.441,5.639,1408.568,0.841,25.083,1.816,0.59,176904.,16000
472,103.0,0.76,0.7921,0.0949,0.0905,1.760,6.932,5.077,1312.334,0.783,22.584,1.755,0.59,177675.,16000
473,107.9,0.79,0.7999,0.0841,0.0832,1.619,6.377,4.502,1207.201,0.720,20.024,1.691,0.59,178480.,16000
474,112.8,0.83,0.8029,0.0731,0.0753,1.465,5.772,3.912,1092.611,0.652,17.400,1.624,0.59,179319.,16000
475,117.7,0.86,0.7990,0.0618,0.0668,1.299,5.116,3.307,968.581,0.578,14.711,1.549,0.59,180190.,16000
476,122.6,0.90,0.7837,0.0502,0.0576,1.121,4.414,2.687,835.655,0.499,11.952,1.458,0.59,181094.,16000
477,127.5,0.93,0.7477,0.0383,0.0479,0.932,3.670,2.049,694.716,0.415,9.114,1.338,0.60,182031.,16000
478,132.4,0.97,0.6671,0.0260,0.0379,0.737,2.901,1.392,549.253,0.328,6.191,1.149,0.60,182999.,16000
479,137.3,1.01,0.4757,0.0132,0.0280,0.545,2.148,0.708,406.583,0.243,3.151,0.790,0.60,183998.,16000
480,142.2,1.04,-0.0021,0.0000,0.0184,0.358,1.412,-0.002,267.270,0.160,-0.009,-0.003,0.60,185027.,16000
481,0.0,0.00,0.0000,0.2163,0.1119,2.611,9.679,13.067,1946.913,1.094,58.123,3.044,0.61,179775.,17000
482,5.2,0.04,0.0675,0.2161,0.1152,2.688,9.965,13.051,2004.343,1.126,58.052,2.953,0.61,179796.,17000
483,10.4,0.07,0.1309,0.2158,0.1186,2.768,10.264,13.033,2064.466,1.160,57.969,2.863,0.61,179858.,17000
484,15.6,0.11,0.1903,0.2154,0.1222,2.852,10.574,13.008,2126.760,1.195,57.860,2.774,0.61,179963.,17000
485,20.9,0.14,0.2456,0.2149,0.1260,2.939,10.897,12.978,2191.854,1.231,57.725,2.686,0.61,180110.,17000
486,26.1,0.18,0.2967,0.2143,0.1299,3.032,11.242,12.942,2261.128,1.270,57.564,2.596,0.61,180298.,17000
487,31.3,0.22,0.3440,0.2133,0.1339,3.125,11.585,12.886,2330.236,1.309,57.319,2.508,0.61,180528.,17000
488,36.5,0.25,0.3887,0.2106,0.1365,3.185,11.807,12.718,2374.839,1.334,56.572,2.429,0.61,180799.,17000
489,41.7,0.29,0.4308,0.2064,0.1379,3.219,11.933,12.465,2400.148,1.348,55.446,2.356,0.61,181112.,17000
490,46.9,0.32,0.4703,0.2014,0.1387,3.237,12.000,12.163,2413.610,1.356,54.103,2.286,0.61,181465.,17000
491,52.1,0.36,0.5074,0.1956,0.1387,3.237,12.001,11.813,2413.947,1.356,52.543,2.220,0.61,181860.,17000
492,57.4,0.40,0.5425,0.1891,0.1380,3.220,11.937,11.419,2400.968,1.349,50.793,2.157,0.61,182294.,17000
493,62.6,0.43,0.5762,0.1817,0.1362,3.179,11.786,10.978,2370.696,1.332,48.829,2.100,0.61,182769.,17000
494,67.8,0.47,0.6102,0.1734,0.1330,3.104,11.506,10.476,2314.323,1.300,46.598,2.053,0.61,183284.,17000
495,73.0,0.50,0.6412,0.1646,0.1294,3.019,11.192,9.944,2251.232,1.265,44.233,2.004,0.61,183839.,17000
496,78.2,0.54,0.6712,0.1557,0.1252,2.922,10.832,9.402,2178.753,1.224,41.819,1.957,0.62,184433.,17000
497,83.4,0.58,0.6989,0.1464,0.1206,2.814,10.433,8.840,2098.544,1.179,39.321,1.911,0.62,185065.,17000
498,88.6,0.61,0.7250,0.1368,0.1155,2.695,9.990,8.264,2009.315,1.129,36.760,1.866,0.62,185736.,17000
499,93.9,0.65,0.7495,0.1270,0.1098,2.562,9.499,7.673,1910.526,1.073,34.128,1.822,0.62,186445.,17000
500,99.1,0.68,0.7690,0.1169,0.1040,2.427,8.997,7.063,1809.628,1.016,31.418,1.770,0.62,187192.,17000
501,104.3,0.72,0.7840,0.1066,0.0978,2.283,8.464,6.436,1702.459,0.956,28.628,1.715,0.62,187976.,17000
502,109.5,0.76,0.7959,0.0959,0.0911,2.126,7.881,5.794,1585.125,0.890,25.771,1.658,0.62,188796.,17000
503,114.7,0.79,0.8041,0.0850,0.0837,1.954,7.245,5.137,1457.247,0.819,22.849,1.599,0.63,189653.,17000
504,119.9,0.83,0.8077,0.0739,0.0757,1.768,6.553,4.464,1318.039,0.740,19.856,1.536,0.63,190545.,17000
505,125.1,0.86,0.8046,0.0625,0.0670,1.565,5.801,3.773,1166.777,0.655,16.781,1.467,0.63,191473.,17000
506,130.4,0.90,0.7905,0.0507,0.0578,1.348,4.997,3.065,1005.089,0.565,13.634,1.383,0.63,192435.,17000
507,135.6,0.94,0.7562,0.0387,0.0479,1.118,4.143,2.338,833.383,0.468,10.398,1.272,0.63,193432.,17000
508,140.8,0.97,0.6786,0.0263,0.0377,0.879,3.259,1.589,655.579,0.368,7.068,1.099,0.64,194462.,17000
509,146.0,1.01,0.4922,0.0134,0.0275,0.642,2.379,0.811,478.591,0.269,3.609,0.769,0.64,195525.,17000
510,151.2,1.04,-0.0024,0.0000,0.0176,0.410,1.521,-0.002,306.034,0.172,-0.011,-0.004,0.64,196621.,17000
511,0.0,0.00,0.0000,0.2176,0.1223,3.389,11.865,14.732,2526.922,1.341,65.528,2.644,0.64,190350.,18000
512,5.5,0.04,0.0635,0.2175,0.1232,3.412,11.945,14.726,2544.045,1.350,65.499,2.625,0.64,190372.,18000
513,11.0,0.07,0.1256,0.2172,0.1243,3.444,12.060,14.708,2568.366,1.362,65.423,2.597,0.64,190438.,18000
514,16.5,0.11,0.1854,0.2169,0.1262,3.496,12.240,14.689,2606.769,1.383,65.336,2.556,0.64,190549.,18000
515,22.1,0.14,0.2418,0.2166,0.1289,3.569,12.498,14.670,2661.755,1.412,65.254,2.500,0.64,190704.,18000
516,27.6,0.18,0.2943,0.2162,0.1321,3.659,12.813,14.643,2728.868,1.448,65.131,2.434,0.64,190903.,18000
517,33.1,0.22,0.3424,0.2157,0.1359,3.764,13.179,14.604,2806.854,1.489,64.956,2.360,0.64,191146.,18000
518,38.6,0.25,0.3868,0.2139,0.1392,3.855,13.498,14.482,2874.793,1.525,64.416,2.285,0.64,191432.,18000
519,44.1,0.29,0.4288,0.2097,0.1406,3.896,13.642,14.199,2905.260,1.541,63.157,2.217,0.65,191763.,18000
520,49.6,0.32,0.4683,0.2046,0.1414,3.916,13.712,13.854,2920.314,1.549,61.621,2.152,0.65,192136.,18000
521,55.2,0.36,0.5057,0.1988,0.1413,3.915,13.707,13.460,2919.298,1.549,59.871,2.091,0.65,192553.,18000
522,60.7,0.40,0.5410,0.1921,0.1405,3.891,13.625,13.012,2901.736,1.539,57.875,2.034,0.65,193012.,18000
523,66.2,0.43,0.5750,0.1847,0.1386,3.840,13.444,12.508,2863.145,1.519,55.636,1.981,0.65,193514.,18000
524,71.7,0.47,0.6078,0.1762,0.1355,3.754,13.145,11.934,2799.493,1.485,53.084,1.934,0.65,194058.,18000
525,77.2,0.50,0.6396,0.1673,0.1317,3.648,12.771,11.330,2719.955,1.443,50.395,1.889,0.65,194644.,18000
526,82.7,0.54,0.6692,0.1581,0.1274,3.529,12.357,10.705,2631.719,1.396,47.618,1.845,0.65,195272.,18000
527,88.2,0.58,0.6972,0.1486,0.1226,3.398,11.896,10.066,2533.522,1.344,44.774,1.802,0.65,195940.,18000
528,93.8,0.61,0.7236,0.1390,0.1174,3.251,11.384,9.409,2424.474,1.286,41.853,1.760,0.65,196650.,18000
529,99.3,0.65,0.7486,0.1290,0.1115,3.089,10.817,8.736,2303.678,1.222,38.857,1.720,0.66,197399.,18000
530,104.8,0.68,0.7684,0.1188,0.1056,2.926,10.244,8.045,2181.716,1.157,35.785,1.673,0.66,198188.,18000
531,110.3,0.72,0.7836,0.1083,0.0994,2.754,9.642,7.335,2053.446,1.089,32.627,1.620,0.66,199016.,18000
532,115.8,0.76,0.7968,0.0976,0.0925,2.561,8.968,6.607,1909.885,1.013,29.389,1.569,0.66,199883.,18000
533,121.3,0.79,0.8048,0.0865,0.0850,2.356,8.248,5.859,1756.687,0.932,26.063,1.513,0.66,200789.,18000
534,126.9,0.83,0.8081,0.0752,0.0770,2.132,7.466,5.093,1589.947,0.843,22.655,1.453,0.66,201732.,18000
535,132.4,0.86,0.8047,0.0636,0.0682,1.891,6.620,4.310,1409.826,0.748,19.171,1.387,0.67,202712.,18000
536,137.9,0.90,0.7902,0.0517,0.0589,1.630,5.708,3.503,1215.714,0.645,15.583,1.307,0.67,203729.,18000
537,143.4,0.93,0.7552,0.0395,0.0489,1.356,4.747,2.678,1011.005,0.536,11.910,1.201,0.67,204783.,18000
538,148.9,0.97,0.6771,0.0268,0.0385,1.065,3.730,1.816,794.361,0.421,8.079,1.037,0.67,205871.,18000
539,154.4,1.01,0.4924,0.0138,0.0281,0.779,2.726,0.931,580.662,0.308,4.142,0.727,0.67,206995.,18000
540,160.0,1.04,-0.0045,-0.0001,0.0179,0.495,1.733,-0.005,368.999,0.196,-0.023,-0.006,0.68,208154.,18000
541,0.0,0.00,0.0000,0.2183,0.1313,4.277,14.188,16.473,3189.465,1.603,73.272,2.343,0.68,200925.,19000
542,5.8,0.04,0.0592,0.2184,0.1326,4.320,14.330,16.477,3221.382,1.619,73.288,2.320,0.68,200948.,19000
543,11.6,0.07,0.1174,0.2184,0.1337,4.357,14.451,16.482,3248.647,1.633,73.311,2.301,0.68,201018.,19000
544,17.5,0.11,0.1749,0.2185,0.1346,4.387,14.551,16.488,3271.070,1.644,73.339,2.286,0.68,201135.,19000
545,23.3,0.14,0.2310,0.2185,0.1360,4.429,14.693,16.489,3303.014,1.660,73.342,2.264,0.68,201298.,19000
546,29.1,0.18,0.2856,0.2185,0.1374,4.478,14.855,16.488,3339.361,1.678,73.339,2.239,0.68,201508.,19000
547,34.9,0.22,0.3367,0.2183,0.1398,4.555,15.108,16.474,3396.390,1.707,73.277,2.200,0.68,201764.,19000
548,40.7,0.25,0.3815,0.2179,0.1436,4.679,15.520,16.437,3488.957,1.753,73.113,2.137,0.68,202066.,19000
549,46.5,0.29,0.4229,0.2144,0.1457,4.746,15.744,16.175,3539.325,1.779,71.944,2.073,0.68,202414.,19000
550,52.4,0.32,0.4660,0.2093,0.1452,4.731,15.692,15.790,3527.696,1.773,70.235,2.030,0.68,202807.,19000
551,58.2,0.36,0.5029,0.2032,0.1452,4.730,15.690,15.334,3527.140,1.773,68.206,1.972,0.68,203246.,19000
552,64.0,0.40,0.5378,0.1964,0.1443,4.701,15.595,14.817,3505.713,1.762,65.907,1.917,0.68,203731.,19000
553,69.8,0.43,0.5716,0.1887,0.1423,4.636,15.378,14.236,3457.086,1.737,63.322,1.868,0.68,204260.,19000
554,75.6,0.47,0.6045,0.1800,0.1390,4.530,15.025,13.577,3377.659,1.698,60.392,1.823,0.69,204833.,19000
555,81.4,0.50,0.6359,0.1708,0.1351,4.401,14.597,12.884,3281.472,1.649,57.310,1.781,0.69,205451.,19000
556,87.3,0.54,0.6658,0.1613,0.1305,4.253,14.108,12.170,3171.469,1.594,54.132,1.740,0.69,206112.,19000
557,93.1,0.57,0.6945,0.1516,0.1254,4.087,13.556,11.435,3047.406,1.532,50.865,1.702,0.69,206817.,19000
558,98.9,0.61,0.7223,0.1415,0.1197,3.899,12.933,10.679,2907.463,1.461,47.502,1.666,0.69,207564.,19000
559,104.7,0.65,0.7484,0.1313,0.1135,3.696,12.261,9.908,2756.390,1.385,44.070,1.630,0.69,208354.,19000
560,110.5,0.68,0.7681,0.1210,0.1075,3.502,11.618,9.127,2611.658,1.313,40.596,1.585,0.69,209185.,19000
561,116.3,0.72,0.7832,0.1103,0.1012,3.298,10.939,8.325,2459.190,1.236,37.030,1.535,0.70,210058.,19000
562,122.2,0.75,0.7951,0.0994,0.0943,3.074,10.197,7.503,2292.229,1.152,33.373,1.485,0.70,210972.,19000
563,128.0,0.79,0.8033,0.0883,0.0868,2.829,9.385,6.660,2109.884,1.060,29.624,1.432,0.70,211926.,19000
564,133.8,0.83,0.8068,0.0768,0.0787,2.563,8.502,5.795,1911.223,0.961,25.778,1.375,0.70,212920.,19000
565,139.6,0.86,0.8035,0.0651,0.0698,2.274,7.544,4.908,1695.910,0.852,21.832,1.313,0.70,213954.,19000
566,145.4,0.90,0.7890,0.0530,0.0603,1.964,6.514,3.995,1464.339,0.736,17.770,1.237,0.71,215026.,19000
567,151.2,0.93,0.7542,0.0405,0.0501,1.634,5.419,3.055,1218.200,0.612,13.588,1.137,0.71,216136.,19000
568,157.1,0.97,0.6766,0.0276,0.0396,1.289,4.277,2.083,961.511,0.483,9.265,0.983,0.71,217283.,19000
569,162.9,1.01,0.5059,0.0143,0.0284,0.925,3.068,1.077,689.591,0.347,4.791,0.708,0.71,218468.,19000
570,168.7,1.04,0.0005,0.0000,0.0181,0.589,1.954,0.001,439.258,0.221,0.003,0.001,0.71,219689.,19000
