,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR,Torque,Thrust,THR/PWR,Mach,Reyn,RPM
47,5.2,0.55,0.5652,0.1638,0.1586,0.000,0.010,0.013,0.238,0.001,0.058,24.881,0.04,8293.,2000
48,5.5,0.58,0.5829,0.1528,0.1524,0.000,0.010,0.012,0.229,0.001,0.054,24.152,0.04,8320.,2000
49,5.8,0.62,0.5981,0.1416,0.1458,0.000,0.009,0.011,0.219,0.001,0.050,23.404,0.04,8349.,2000
50,6.2,0.65,0.6104,0.1301,0.1385,0.000,0.009,0.010,0.208,0.001,0.046,22.629,0.04,8379.,2000
51,6.5,0.68,0.6195,0.1184,0.1307,0.000,0.008,0.009,0.196,0.001,0.042,21.818,0.04,8411.,2000
52,6.8,0.72,0.6247,0.1064,0.1223,0.000,0.008,0.008,0.183,0.001,0.038,20.954,0.04,8444.,2000
53,7.1,0.75,0.6252,0.0940,0.1132,0.000,0.007,0.007,0.170,0.001,0.033,20.015,0.04,8479.,2000
54,7.4,0.79,0.6189,0.0815,0.1035,0.000,0.007,0.006,0.155,0.001,0.029,18.951,0.04,8516.,2000
55,7.8,0.82,0.6028,0.0686,0.0934,0.000,0.006,0.005,0.140,0.001,0.024,17.690,0.04,8554.,2000
56,8.1,0.85,0.5723,0.0555,0.0828,0.000,0.005,0.004,0.124,0.001,0.020,16.123,0.04,8593.,2000
57,8.4,0.89,0.5191,0.0420,0.0719,0.000,0.005,0.003,0.108,0.001,0.015,14.063,0.04,8634.,2000
58,8.7,0.92,0.4287,0.0283,0.0609,0.000,0.004,0.002,0.091,0.000,0.010,11.184,0.04,8676.,2000
59,9.1,0.96,0.2739,0.0142,0.0497,0.000,0.003,0.001,0.075,0.000,0.005,6.890,0.04,8719.,2000
60,9.4,0.99,-0.0008,0.0000,0.0388,0.000,0.002,0.000,0.058,0.000,0.000,-0.019,0.04,8764.,2000
61,0.0,0.00,0.0000,0.2953,0.1881,0.001,0.027,0.053,0.952,0.003,0.235,25.211,0.06,12116.,3000
62,0.5,0.03,0.0525,0.2908,0.1896,0.001,0.027,0.052,0.959,0.003,0.232,24.632,0.06,12118.,3000
63,1.0,0.07,0.1025,0.2857,0.1906,0.001,0.027,0.051,0.965,0.003,0.228,24.062,0.06,12121.,3000
64,1.5,0.10,0.1502,0.2800,0.1913,0.001,0.027,0.050,0.968,0.003,0.223,23.502,0.06,12128.,3000
65,1.9,0.14,0.1955,0.2737,0.1915,0.001,0.027,0.049,0.969,0.003,0.218,22.945,0.06,12137.,3000
66,2.4,0.17,0.2385,0.2667,0.1912,0.001,0.027,0.048,0.968,0.003,0.213,22.393,0.06,12148.,3000
67,2.9,0.21,0.2792,0.2590,0.1904,0.001,0.027,0.046,0.963,0.003,0.206,21.846,0.06,12162.,3000
68,3.4,0.24,0.3176,0.2507,0.1889,0.001,0.027,0.045,0.956,0.003,0.200,21.304,0.06,12179.,3000
69,3.9,0.27,0.3538,0.2420,0.1872,0.001,0.027,0.043,0.947,0.003,0.193,20.764,0.06,12198.,3000
70,4.4,0.31,0.3877,0.2332,0.1851,0.001,0.026,0.042,0.937,0.003,0.186,20.225,0.06,12219.,3000
71,4.9,0.34,0.4193,0.2241,0.1827,0.001,0.026,0.040,0.925,0.003,0.179,19.688,0.06,12243.,3000
72,5.3,0.38,0.4486,0.2147,0.1800,0.001,0.026,0.038,0.911,0.003,0.171,19.151,0.06,12270.,3000
73,5.8,0.41,0.4758,0.2050,0.1768,0.001,0.025,0.037,0.895,0.003,0.163,18.618,0.06,12299.,3000
74,6.3,0.44,0.5008,0.1951,0.1732,0.001,0.025,0.035,0.877,0.003,0.156,18.088,0.06,12330.,3000
75,6.8,0.48,0.5236,0.1850,0.1691,0.001,0.024,0.033,0.856,0.003,0.147,17.561,0.06,12364.,3000
76,7.3,0.51,0.5451,0.1745,0.1642,0.001,0.023,0.031,0.831,0.003,0.139,17.064,0.06,12400.,3000
77,7.8,0.55,0.5652,0.1638,0.1586,0.001,0.023,0.029,0.803,0.003,0.131,16.587,0.06,12439.,3000
78,8.3,0.58,0.5829,0.1529,0.1525,0.001,0.022,0.027,0.772,0.002,0.122,16.101,0.06,12480.,3000
79,8.7,0.62,0.5981,0.1416,0.1458,0.001,0.021,0.025,0.738,0.002,0.113,15.602,0.06,12523.,3000
80,9.2,0.65,0.6104,0.1301,0.1385,0.001,0.020,0.023,0.701,0.002,0.104,15.085,0.06,12569.,3000
81,9.7,0.68,0.6195,0.1184,0.1307,0.001,0.019,0.021,0.661,0.002,0.094,14.544,0.06,12617.,3000
82,10.2,0.72,0.6247,0.1064,0.1223,0.001,0.017,0.019,0.619,0.002,0.085,13.969,0.06,12667.,3000
83,10.7,0.75,0.6252,0.0941,0.1132,0.001,0.016,0.017,0.573,0.002,0.075,13.343,0.06,12719.,3000
84,11.2,0.79,0.6189,0.0815,0.1036,0.001,0.015,0.015,0.524,0.002,0.065,12.635,0.06,12774.,3000
85,11.7,0.82,0.6028,0.0686,0.0934,0.001,0.013,0.012,0.473,0.002,0.055,11.794,0.06,12830.,3000
86,12.1,0.85,0.5723,0.0555,0.0829,0.001,0.012,0.010,0.419,0.001,0.044,10.750,0.06,12889.,3000
87,12.6,0.89,0.5192,0.0420,0.0720,0.000,0.010,0.008,0.364,0.001,0.033,9.377,0.06,12950.,3000
88,13.1,0.92,0.4288,0.0283,0.0609,0.000,0.009,0.005,0.308,0.001,0.023,7.457,0.06,13014.,3000
89,13.6,0.96,0.2740,0.0142,0.0497,0.000,0.007,0.003,0.252,0.001,0.011,4.595,0.06,13079.,3000
90,14.1,0.99,-0.0008,0.0000,0.0388,0.000,0.006,0.000,0.196,0.001,0.000,-0.013,0.06,13146.,3000
91,0.0,0.00,0.0000,0.2955,0.1882,0.003,0.048,0.094,2.258,0.005,0.419,18.907,0.08,16155.,4000
92,0.7,0.03,0.0535,0.2908,0.1897,0.003,0.048,0.093,2.276,0.005,0.412,18.463,0.08,16157.,4000
93,1.3,0.07,0.1044,0.2856,0.1908,0.003,0.048,0.091,2.289,0.005,0.405,18.028,0.08,16162.,4000
94,2.0,0.10,0.1529,0.2797,0.1914,0.003,0.049,0.089,2.296,0.005,0.396,17.601,0.08,16171.,4000
95,2.6,0.14,0.1990,0.2732,0.1916,0.003,0.049,0.087,2.299,0.005,0.387,17.174,0.08,16183.,4000
96,3.3,0.17,0.2426,0.2661,0.1913,0.003,0.048,0.085,2.295,0.005,0.377,16.752,0.08,16199.,4000
97,4.0,0.21,0.2839,0.2581,0.1903,0.003,0.048,0.082,2.283,0.005,0.366,16.335,0.08,16219.,4000
98,4.6,0.24,0.3228,0.2496,0.1888,0.003,0.048,0.080,2.265,0.005,0.354,15.920,0.08,16242.,4000
99,5.3,0.28,0.3593,0.2408,0.1870,0.003,0.047,0.077,2.243,0.005,0.341,15.507,0.08,16268.,4000
100,5.9,0.31,0.3935,0.2317,0.1848,0.003,0.047,0.074,2.217,0.005,0.328,15.095,0.08,16298.,4000
101,6.6,0.35,0.4253,0.2223,0.1823,0.003,0.046,0.071,2.187,0.005,0.315,14.684,0.08,16331.,4000
102,7.3,0.38,0.4548,0.2127,0.1794,0.003,0.045,0.068,2.153,0.005,0.301,14.274,0.08,16368.,4000
103,7.9,0.42,0.4820,0.2028,0.1761,0.003,0.045,0.065,2.113,0.005,0.287,13.867,0.08,16408.,4000
104,8.6,0.45,0.5069,0.1926,0.1723,0.003,0.044,0.061,2.068,0.005,0.273,13.462,0.08,16452.,4000
105,9.2,0.49,0.5296,0.1822,0.1680,0.003,0.043,0.058,2.015,0.005,0.258,13.062,0.08,16498.,4000
106,9.9,0.52,0.5514,0.1715,0.1627,0.003,0.041,0.055,1.952,0.005,0.243,12.691,0.08,16549.,4000
107,10.6,0.56,0.5711,0.1605,0.1568,0.003,0.040,0.051,1.881,0.004,0.227,12.325,0.08,16602.,4000
108,11.2,0.59,0.5884,0.1492,0.1504,0.002,0.038,0.048,1.804,0.004,0.211,11.950,0.08,16659.,4000
109,11.9,0.63,0.6030,0.1378,0.1434,0.002,0.036,0.044,1.721,0.004,0.195,11.566,0.08,16719.,4000
110,12.6,0.66,0.6146,0.1264,0.1363,0.002,0.035,0.040,1.635,0.004,0.179,11.168,0.08,16782.,4000
111,13.2,0.70,0.6230,0.1150,0.1287,0.002,0.033,0.037,1.545,0.004,0.163,10.755,0.08,16848.,4000
112,13.9,0.73,0.6275,0.1034,0.1207,0.002,0.031,0.033,1.448,0.003,0.146,10.317,0.08,16918.,4000
113,14.5,0.77,0.6271,0.0915,0.1120,0.002,0.028,0.029,1.343,0.003,0.130,9.841,0.08,16990.,4000
114,15.2,0.80,0.6194,0.0793,0.1027,0.002,0.026,0.025,1.232,0.003,0.112,9.298,0.08,17066.,4000
115,15.9,0.84,0.6015,0.0668,0.0930,0.001,0.024,0.021,1.116,0.003,0.095,8.654,0.08,17145.,4000
116,16.5,0.87,0.5685,0.0540,0.0828,0.001,0.021,0.017,0.994,0.002,0.077,7.851,0.08,17226.,4000
117,17.2,0.91,0.5127,0.0409,0.0723,0.001,0.018,0.013,0.867,0.002,0.058,6.808,0.08,17311.,4000
118,17.8,0.94,0.4221,0.0275,0.0613,0.001,0.016,0.009,0.736,0.002,0.039,5.398,0.08,17398.,4000
119,18.5,0.98,0.2708,0.0138,0.0498,0.001,0.013,0.004,0.598,0.001,0.020,3.339,0.08,17488.,4000
120,19.2,1.01,-0.0020,-0.0001,0.0378,0.001,0.010,0.000,0.453,0.001,0.000,-0.023,0.08,17581.,4000
121,0.0,0.00,0.0000,0.2956,0.1883,0.006,0.075,0.147,4.413,0.008,0.655,15.123,0.10,20194.,5000
122,0.8,0.03,0.0535,0.2910,0.1898,0.006,0.075,0.145,4.448,0.008,0.644,14.769,0.10,20196.,5000
123,1.7,0.07,0.1044,0.2857,0.1909,0.006,0.076,0.142,4.473,0.009,0.633,14.421,0.10,20203.,5000
124,2.5,0.10,0.1529,0.2799,0.1915,0.006,0.076,0.139,4.488,0.009,0.620,14.079,0.10,20214.,5000
125,3.3,0.14,0.1989,0.2734,0.1918,0.006,0.076,0.136,4.494,0.009,0.605,13.737,0.10,20229.,5000
126,4.1,0.17,0.2425,0.2662,0.1914,0.006,0.076,0.133,4.485,0.009,0.589,13.400,0.10,20249.,5000
127,5.0,0.21,0.2838,0.2583,0.1905,0.006,0.075,0.129,4.463,0.009,0.572,13.066,0.10,20273.,5000
128,5.8,0.24,0.3227,0.2498,0.1890,0.006,0.075,0.124,4.428,0.008,0.553,12.735,0.10,20302.,5000
129,6.6,0.28,0.3592,0.2409,0.1871,0.006,0.074,0.120,4.385,0.008,0.533,12.404,0.10,20335.,5000
130,7.4,0.31,0.3934,0.2318,0.1849,0.006,0.073,0.115,4.334,0.008,0.513,12.075,0.10,20372.,5000
131,8.3,0.35,0.4252,0.2224,0.1824,0.006,0.072,0.111,4.275,0.008,0.492,11.747,0.10,20414.,5000
132,9.1,0.38,0.4547,0.2128,0.1796,0.006,0.071,0.106,4.207,0.008,0.471,11.418,0.10,20460.,5000
133,9.9,0.42,0.4819,0.2031,0.1764,0.006,0.070,0.101,4.133,0.008,0.450,11.093,0.10,20510.,5000
134,10.7,0.45,0.5067,0.1933,0.1730,0.005,0.069,0.096,4.053,0.008,0.428,10.768,0.10,20564.,5000
135,11.6,0.49,0.5295,0.1832,0.1690,0.005,0.067,0.091,3.960,0.008,0.406,10.448,0.10,20623.,5000
136,12.4,0.52,0.5514,0.1730,0.1641,0.005,0.065,0.086,3.846,0.007,0.383,10.154,0.10,20686.,5000
137,13.2,0.56,0.5714,0.1627,0.1588,0.005,0.063,0.081,3.722,0.007,0.360,9.866,0.10,20753.,5000
138,14.0,0.59,0.5894,0.1525,0.1534,0.005,0.061,0.076,3.595,0.007,0.338,9.577,0.10,20824.,5000
139,14.9,0.63,0.6049,0.1421,0.1475,0.005,0.058,0.071,3.455,0.007,0.315,9.283,0.10,20898.,5000
140,15.7,0.66,0.6178,0.1314,0.1409,0.004,0.056,0.065,3.302,0.006,0.291,8.981,0.10,20977.,5000
141,16.5,0.70,0.6276,0.1203,0.1337,0.004,0.053,0.060,3.132,0.006,0.266,8.668,0.10,21060.,5000
142,17.3,0.73,0.6338,0.1088,0.1258,0.004,0.050,0.054,2.947,0.006,0.241,8.337,0.10,21147.,5000
143,18.2,0.77,0.6358,0.0971,0.1172,0.004,0.046,0.048,2.747,0.005,0.215,7.983,0.10,21238.,5000
144,19.0,0.80,0.6324,0.0851,0.1080,0.003,0.043,0.042,2.530,0.005,0.188,7.595,0.10,21332.,5000
145,19.8,0.84,0.6218,0.0728,0.0980,0.003,0.039,0.036,2.297,0.004,0.161,7.157,0.10,21430.,5000
146,20.6,0.87,0.6007,0.0601,0.0873,0.003,0.035,0.030,2.046,0.004,0.133,6.637,0.10,21532.,5000
147,21.5,0.91,0.5634,0.0472,0.0759,0.002,0.030,0.023,1.779,0.003,0.104,5.985,0.10,21638.,5000
148,22.3,0.94,0.4550,0.0286,0.0593,0.002,0.023,0.014,1.389,0.003,0.063,4.655,0.10,21747.,5000
149,23.1,0.98,0.3021,0.0144,0.0466,0.001,0.018,0.007,1.091,0.002,0.032,2.980,0.10,21860.,5000
150,23.9,1.01,-0.0040,-0.0001,0.0337,0.001,0.013,0.000,0.789,0.002,0.000,-0.038,0.10,21976.,5000
151,0.0,0.00,0.0000,0.2958,0.1886,0.010,0.108,0.212,7.638,0.012,0.943,12.591,0.12,24233.,6000
152,1.0,0.03,0.0531,0.2911,0.1902,0.010,0.109,0.209,7.703,0.012,0.928,12.288,0.12,24235.,6000
153,2.0,0.07,0.1035,0.2859,0.1914,0.010,0.109,0.205,7.751,0.012,0.911,11.990,0.12,24243.,6000
154,3.0,0.10,0.1515,0.2800,0.1922,0.010,0.110,0.201,7.781,0.012,0.893,11.697,0.12,24256.,6000
155,3.9,0.14,0.1970,0.2735,0.1925,0.010,0.110,0.196,7.793,0.012,0.872,11.407,0.12,24275.,6000
156,4.9,0.17,0.2403,0.2664,0.1922,0.010,0.110,0.191,7.783,0.012,0.849,11.128,0.12,24298.,6000
157,5.9,0.21,0.2813,0.2588,0.1913,0.010,0.109,0.185,7.748,0.012,0.825,10.857,0.12,24327.,6000
158,6.9,0.24,0.3201,0.2505,0.1899,0.010,0.108,0.180,7.689,0.012,0.798,10.589,0.12,24361.,6000
159,7.9,0.28,0.3566,0.2418,0.1881,0.010,0.107,0.173,7.617,0.012,0.771,10.322,0.12,24400.,6000
160,8.9,0.31,0.3908,0.2330,0.1860,0.010,0.106,0.167,7.532,0.012,0.743,10.056,0.12,24444.,6000
161,9.8,0.35,0.4228,0.2239,0.1836,0.010,0.105,0.160,7.434,0.012,0.714,9.791,0.12,24494.,6000
162,10.8,0.38,0.4525,0.2145,0.1808,0.010,0.103,0.154,7.321,0.012,0.684,9.526,0.12,24548.,6000
163,11.8,0.42,0.4798,0.2048,0.1776,0.010,0.101,0.147,7.191,0.011,0.653,9.260,0.12,24608.,6000
164,12.8,0.45,0.5049,0.1959,0.1749,0.009,0.100,0.140,7.082,0.011,0.625,8.994,0.12,24672.,6000
165,13.8,0.49,0.5278,0.1861,0.1712,0.009,0.098,0.133,6.931,0.011,0.593,8.731,0.12,24742.,6000
166,14.8,0.52,0.5498,0.1760,0.1665,0.009,0.095,0.126,6.740,0.011,0.561,8.488,0.12,24816.,6000
167,15.8,0.55,0.5701,0.1654,0.1610,0.009,0.092,0.119,6.517,0.010,0.527,8.251,0.12,24895.,6000
168,16.7,0.59,0.5880,0.1545,0.1549,0.008,0.088,0.111,6.271,0.010,0.493,8.010,0.12,24979.,6000
169,17.7,0.62,0.6034,0.1433,0.1482,0.008,0.085,0.103,5.999,0.010,0.457,7.763,0.12,25068.,6000
170,18.7,0.66,0.6159,0.1317,0.1409,0.008,0.080,0.094,5.704,0.009,0.420,7.507,0.12,25162.,6000
171,19.7,0.69,0.6252,0.1199,0.1330,0.007,0.076,0.086,5.384,0.009,0.382,7.239,0.12,25260.,6000
172,20.7,0.73,0.6306,0.1078,0.1244,0.007,0.071,0.077,5.037,0.008,0.344,6.954,0.12,25363.,6000
173,21.7,0.76,0.6314,0.0954,0.1152,0.006,0.066,0.068,4.665,0.007,0.304,6.646,0.12,25471.,6000
174,22.7,0.80,0.6259,0.0826,0.1053,0.006,0.060,0.059,4.262,0.007,0.263,6.303,0.12,25583.,6000
175,23.6,0.83,0.6121,0.0696,0.0947,0.005,0.054,0.050,3.833,0.006,0.222,5.906,0.12,25699.,6000
176,24.6,0.87,0.5848,0.0563,0.0835,0.005,0.048,0.040,3.379,0.005,0.180,5.417,0.12,25820.,6000
177,25.6,0.90,0.5359,0.0427,0.0718,0.004,0.041,0.031,2.906,0.005,0.136,4.773,0.12,25946.,6000
178,26.6,0.94,0.4507,0.0287,0.0596,0.003,0.034,0.021,2.415,0.004,0.092,3.866,0.12,26075.,6000
179,27.6,0.97,0.2973,0.0145,0.0472,0.003,0.027,0.010,1.913,0.003,0.046,2.459,0.12,26209.,6000
180,28.6,1.01,-0.0022,-0.0001,0.0349,0.002,0.020,0.000,1.414,0.002,0.000,-0.018,0.12,26347.,6000
181,0.0,0.00,0.0000,0.2961,0.1888,0.016,0.147,0.289,12.139,0.017,1.285,10.792,0.14,28272.,7000
182,1.1,0.03,0.0529,0.2914,0.1904,0.016,0.148,0.284,12.240,0.017,1.265,10.535,0.14,28275.,7000
183,2.3,0.07,0.1032,0.2862,0.1915,0.017,0.149,0.279,12.316,0.017,1.242,10.282,0.14,28284.,7000
184,3.4,0.10,0.1511,0.2803,0.1922,0.017,0.149,0.273,12.361,0.017,1.216,10.034,0.14,28299.,7000
185,4.6,0.14,0.1965,0.2738,0.1925,0.017,0.149,0.267,12.377,0.017,1.188,9.787,0.14,28320.,7000
186,5.7,0.17,0.2397,0.2667,0.1922,0.017,0.149,0.260,12.357,0.017,1.157,9.549,0.14,28347.,7000
187,6.9,0.21,0.2806,0.2590,0.1913,0.016,0.149,0.253,12.300,0.017,1.124,9.317,0.14,28381.,7000
188,8.0,0.24,0.3193,0.2507,0.1898,0.016,0.147,0.245,12.207,0.017,1.088,9.086,0.14,28420.,7000
189,9.2,0.28,0.3557,0.2421,0.1881,0.016,0.146,0.236,12.095,0.016,1.051,8.857,0.14,28465.,7000
190,10.3,0.31,0.3899,0.2333,0.1860,0.016,0.144,0.228,11.961,0.016,1.012,8.629,0.14,28517.,7000
191,11.5,0.35,0.4217,0.2242,0.1836,0.016,0.143,0.219,11.808,0.016,0.973,8.401,0.14,28574.,7000
192,12.6,0.38,0.4514,0.2157,0.1816,0.016,0.141,0.210,11.679,0.016,0.936,8.174,0.14,28637.,7000
193,13.7,0.41,0.4788,0.2062,0.1786,0.015,0.139,0.201,11.484,0.016,0.895,7.947,0.14,28706.,7000
194,14.9,0.45,0.5038,0.1965,0.1752,0.015,0.136,0.192,11.262,0.015,0.853,7.720,0.14,28781.,7000
195,16.0,0.48,0.5267,0.1864,0.1712,0.015,0.133,0.182,11.006,0.015,0.809,7.495,0.14,28861.,7000
196,17.2,0.52,0.5487,0.1761,0.1663,0.014,0.129,0.172,10.693,0.015,0.764,7.286,0.14,28947.,7000
197,18.3,0.55,0.5689,0.1654,0.1607,0.014,0.125,0.161,10.336,0.014,0.718,7.083,0.14,29039.,7000
198,19.5,0.59,0.5868,0.1545,0.1546,0.013,0.120,0.151,9.943,0.014,0.670,6.876,0.14,29137.,7000
199,20.6,0.62,0.6022,0.1433,0.1480,0.013,0.115,0.140,9.513,0.013,0.622,6.664,0.14,29240.,7000
200,21.8,0.66,0.6147,0.1317,0.1407,0.012,0.109,0.129,9.044,0.012,0.572,6.445,0.14,29348.,7000
201,22.9,0.69,0.6240,0.1199,0.1327,0.011,0.103,0.117,8.535,0.012,0.520,6.215,0.14,29462.,7000
202,24.0,0.73,0.6295,0.1077,0.1242,0.011,0.096,0.105,7.985,0.011,0.468,5.971,0.14,29581.,7000
203,25.2,0.76,0.6302,0.0953,0.1150,0.010,0.089,0.093,7.392,0.010,0.414,5.706,0.14,29706.,7000
204,26.3,0.79,0.6248,0.0826,0.1051,0.009,0.082,0.081,6.755,0.009,0.358,5.412,0.14,29836.,7000
205,27.5,0.83,0.6108,0.0696,0.0945,0.008,0.073,0.068,6.077,0.008,0.302,5.069,0.14,29971.,7000
206,28.6,0.86,0.5831,0.0563,0.0834,0.007,0.065,0.055,5.364,0.007,0.244,4.646,0.14,30111.,7000
207,29.8,0.90,0.5336,0.0427,0.0719,0.006,0.056,0.042,4.621,0.006,0.185,4.088,0.14,30256.,7000
208,30.9,0.93,0.4475,0.0288,0.0599,0.005,0.047,0.028,3.854,0.005,0.125,3.301,0.14,30406.,7000
209,32.1,0.97,0.2930,0.0145,0.0479,0.004,0.037,0.014,3.078,0.004,0.063,2.085,0.15,30561.,7000
210,33.2,1.00,-0.0011,0.0000,0.0360,0.003,0.028,0.000,2.317,0.003,0.000,-0.008,0.15,30721.,7000
211,0.0,0.00,0.0000,0.2963,0.1890,0.024,0.192,0.378,18.138,0.022,1.679,9.441,0.16,32310.,8000
212,1.3,0.03,0.0527,0.2917,0.1906,0.025,0.193,0.372,18.290,0.022,1.653,9.217,0.16,32314.,8000
213,2.6,0.07,0.1028,0.2865,0.1917,0.025,0.194,0.365,18.403,0.022,1.624,8.997,0.16,32324.,8000
214,3.9,0.10,0.1505,0.2806,0.1924,0.025,0.195,0.358,18.466,0.022,1.590,8.782,0.16,32341.,8000
215,5.2,0.14,0.1958,0.2741,0.1926,0.025,0.195,0.349,18.488,0.022,1.553,8.568,0.16,32365.,8000
